# wavenumber(cm^-1)  total O H
1.588012660245108805e+02 1.313863388332772997e-01 3.594287961034260681e-02 9.544345922293470674e-02
1.628730933584726870e+02 1.312345514574574101e-01 3.551244227823129734e-02 9.572210917922611972e-02
1.669449206924344935e+02 1.310627722608087853e-01 3.504954547632274653e-02 9.601322678448602488e-02
1.710167480263963284e+02 1.308992298140700394e-01 3.456342229435926949e-02 9.633580751971078382e-02
1.750885753603581350e+02 1.307607316391680707e-01 3.406060134310320842e-02 9.670013029606489008e-02
1.791604026943199699e+02 1.306505887516158926e-01 3.354397281843934236e-02 9.710661593317655715e-02
1.832322300282817764e+02 1.305613951688434915e-01 3.301326785912479106e-02 9.754812730971865187e-02
1.873040573622435829e+02 1.304809982012829772e-01 3.246648144244733414e-02 9.801451675883567083e-02
1.913758846962054179e+02 1.303991115271130874e-01 3.190151638449485738e-02 9.849759514261821614e-02
1.954477120301672244e+02 1.303121569469379570e-01 3.131737662352011842e-02 9.899478032341783862e-02
1.995195393641290309e+02 1.302249110241591457e-01 3.071453461806580160e-02 9.951037640609332324e-02
2.035913666980908658e+02 1.301489059050280617e-01 3.009449297249578922e-02 1.000544129325322967e-01
2.076631940320526724e+02 1.300987188523351767e-01 2.945888453641569774e-02 1.006398343159195241e-01
2.117350213660145073e+02 1.300878524207290110e-01 2.880858725904664880e-02 1.012792651616823969e-01
2.158068486999763138e+02 1.301257271179258601e-01 2.814324263596474848e-02 1.019824844819611220e-01
2.198786760339381203e+02 1.302165720237631885e-01 2.746132745711345538e-02 1.027552445666496811e-01
2.239505033678999553e+02 1.303601013272674691e-01 2.676066190749184365e-02 1.035994394197756324e-01
2.280223307018617618e+02 1.305532122635900405e-01 2.603906402876117118e-02 1.045141482348288936e-01
2.320941580358235683e+02 1.307917711374926573e-01 2.529484661944362417e-02 1.054969245180490400e-01
2.361659853697854032e+02 1.310718539265395832e-01 2.452698421853074379e-02 1.065448697080088741e-01
2.402378127037472098e+02 1.313903448815837149e-01 2.373497588461356486e-02 1.076553689969701466e-01
2.443096400377090447e+02 1.317452565000719056e-01 2.291859162649168349e-02 1.088266648735802394e-01
2.483814673716708512e+02 1.321362811285955452e-01 2.207773997560960252e-02 1.100585411529859253e-01
2.524532947056326577e+02 1.325658696969430894e-01 2.121261434833470599e-02 1.113532553486083765e-01
2.565251220395944642e+02 1.330407052242051913e-01 2.032411314617290493e-02 1.127165920780322655e-01
2.605969493735562992e+02 1.335730543033524786e-01 1.941436741606050037e-02 1.141586868872919852e-01
2.646687767075181341e+02 1.341813645672262911e-01 1.848713067016170483e-02 1.156942338970645967e-01
2.687406040414799122e+02 1.348897078154696616e-01 1.754782651404190527e-02 1.173418813014277529e-01
2.728124313754417472e+02 1.357261382670085781e-01 1.660319091287734694e-02 1.191229473541312728e-01
2.768842587094035821e+02 1.367205059356214059e-01 1.566061995719793265e-02 1.210598859784234732e-01
2.809560860433653602e+02 1.379024932779702728e-01 1.472745924904355144e-02 1.231750340289267109e-01
2.850279133773271951e+02 1.393005051830756846e-01 1.381048979090641893e-02 1.254900153921692518e-01
2.890997407112890301e+02 1.409415978683620230e-01 1.291576965391046453e-02 1.280258282144515758e-01
2.931715680452508650e+02 1.428520965353036465e-01 1.204882505461001528e-02 1.308032714806936503e-01
2.972433953792126431e+02 1.450581888259960539e-01 1.121502391373100337e-02 1.338431649122650557e-01
3.013152227131744780e+02 1.475857726493851607e-01 1.041988093674621647e-02 1.371658917126389321e-01
3.053870500471363130e+02 1.504591904772608346e-01 9.669071873933537953e-03 1.407901186033273522e-01
3.094588773810980911e+02 1.536990264081272983e-01 8.968061965821033654e-03 1.447309644423062092e-01
3.135307047150599260e+02 1.573196104354286085e-01 8.321423542797100337e-03 1.489981868926315012e-01
3.176025320490217609e+02 1.613270358554227124e-01 7.732057888821057198e-03 1.535949779666017090e-01
3.216743593829835390e+02 1.657182709218637251e-01 7.200589660803308201e-03 1.585176812610604447e-01
3.257461867169453740e+02 1.704814470885734345e-01 6.725149830859036663e-03 1.637562972577143727e-01
3.298180140509072089e+02 1.755968845753735352e-01 6.301630763167608007e-03 1.692952538122059480e-01
3.338898413848689870e+02 1.810381386330910947e-01 5.924340605528269181e-03 1.751137980275628281e-01
3.379616687188308219e+02 1.867724670626607630e-01 5.586864796021807911e-03 1.811856022666389343e-01
3.420334960527926569e+02 1.927605866668875567e-01 5.282901121558554458e-03 1.874776855453289537e-01
3.461053233867544918e+02 1.989561793299326475e-01 5.006877618732840859e-03 1.939493017111997841e-01
3.501771507207162699e+02 2.053060268612104944e-01 4.754262434505619403e-03 2.005517644267048871e-01
3.542489780546781049e+02 2.117516633422305838e-01 4.521585935855557820e-03 2.072300774063750572e-01
3.583208053886399398e+02 2.182329813010176756e-01 4.306274776734420398e-03 2.139267065242832222e-01
3.623926327226017179e+02 2.246934740481587034e-01 4.106421927355203769e-03 2.205870521208034840e-01
3.664644600565635528e+02 2.310860490362176556e-01 3.920588776905875594e-03 2.271654602593117800e-01
3.705362873905253878e+02 2.373779272788587580e-01 3.747679054972412327e-03 2.336302482238862832e-01
3.746081147244871659e+02 2.435532440938885101e-01 3.586870378019860889e-03 2.399663737158686805e-01
3.786799420584490008e+02 2.496125658341741271e-01 3.437561155594814812e-03 2.461750046785793344e-01
3.827517693924108357e+02 2.555694116666438198e-01 3.299295307243511281e-03 2.522701163594003870e-01
3.868235967263726138e+02 2.614446897055592300e-01 3.171654909121076477e-03 2.582730347964381501e-01
3.908954240603344488e+02 2.672604295251717055e-01 3.054142337585102375e-03 2.642062871875865970e-01
3.949672513942962837e+02 2.730341803188155447e-01 2.946090791563601291e-03 2.700880895272519955e-01
3.990390787282580618e+02 2.787750101225997534e-01 2.846637023693858893e-03 2.759283730989059436e-01
4.031109060622198967e+02 2.844814105388332459e-01 2.754766780739372097e-03 2.817266437580939198e-01
4.071827333961817317e+02 2.901408582303248163e-01 2.669414668995818540e-03 2.874714435613290320e-01
4.112545607301435666e+02 2.957305125240060062e-01 2.589580194334971039e-03 2.931409323296710889e-01
4.153263880641053447e+02 3.012185880953895389e-01 2.514419263435517700e-03 2.987041688319539978e-01
4.193982153980671796e+02 3.065662228560988578e-01 2.443285071687038585e-03 3.041229377844118509e-01
4.234700427320290146e+02 3.117299583570367072e-01 2.375715803542846009e-03 3.093542425534938078e-01
4.275418700659907927e+02 3.166650656778559059e-01 2.311387629996503133e-03 3.143536780478594639e-01
4.316136973999526276e+02 3.213297875684459348e-01 2.250061328525895972e-03 3.190797262399199807e-01
4.356855247339144626e+02 3.256901753775892083e-01 2.191546882723054753e-03 3.234986284948661028e-01
4.397573520678762407e+02 3.297247461473173380e-01 2.135696525858565321e-03 3.275890496214587944e-01
4.438291794018380756e+02 3.334278867422689197e-01 2.082420509819422980e-03 3.313454662324494815e-01
4.479010067357999105e+02 3.368109578733681220e-01 2.031708793642571925e-03 3.347792490797255605e-01
4.519728340697616886e+02 3.399004542577510612e-01 1.983639782638654554e-03 3.379168144751124037e-01
4.560446614037235236e+02 3.427332697717345722e-01 1.938363619510606248e-03 3.407949061522240197e-01
4.601164887376853585e+02 3.453498975283126882e-01 1.896058398670661966e-03 3.434538391296418913e-01
4.641883160716471366e+02 3.477870178203189555e-01 1.856868172908542319e-03 3.459301496474104232e-01
4.682601434056089715e+02 3.500711797908859779e-01 1.820838171030107148e-03 3.482503416198557966e-01
4.723319707395708065e+02 3.522150562690357090e-01 1.787863997902403284e-03 3.504271922711333365e-01
4.764037980735326414e+02 3.542170770461033902e-01 1.757668482170597277e-03 3.524594085639328744e-01
4.804756254074944195e+02 3.560642958582179718e-01 1.729813873334986761e-03 3.543344819848829874e-01
4.845474527414562544e+02 3.577373934618125473e-01 1.703749721556417542e-03 3.560336437402561449e-01
4.886192800754180894e+02 3.592160665266471153e-01 1.678889002270737233e-03 3.575371775243763595e-01
4.926911074093798675e+02 3.604829433769610736e-01 1.654697819039987420e-03 3.588282455579210883e-01
4.967629347433417024e+02 3.615247000881028350e-01 1.630778769611466398e-03 3.598939213184914054e-01
5.008347620773035374e+02 3.623301166644338767e-01 1.606926768109427032e-03 3.607231898963244587e-01
5.049065894112653154e+02 3.628860993065300411e-01 1.583140548987569188e-03 3.613029587575425361e-01
5.089784167452271504e+02 3.631737527286584832e-01 1.559583564376960333e-03 3.616141691642815736e-01
5.130502440791889285e+02 3.631669714335491461e-01 1.536502456696866225e-03 3.616304689768522485e-01
5.171220714131508203e+02 3.628354592917243382e-01 1.514125353476995350e-03 3.613213339382473910e-01
5.211938987471125984e+02 3.621526249116590046e-01 1.492570566301408466e-03 3.606600543453575836e-01
5.252657260810743765e+02 3.611068389989031679e-01 1.471794854763177132e-03 3.596350441441400481e-01
5.293375534150362682e+02 3.597127548362469840e-01 1.451598574709303925e-03 3.582611562615377054e-01
5.334093807489980463e+02 3.580185166601772551e-01 1.431686267779997985e-03 3.565868303923973026e-01
5.374812080829598244e+02 3.561052218407050329e-01 1.411762204784954402e-03 3.546934596359201941e-01
5.415530354169217162e+02 3.540770055348899659e-01 1.391628283960893216e-03 3.526853772509291329e-01
5.456248627508834943e+02 3.520430662157468804e-01 1.371251276166360594e-03 3.506718149395804951e-01
5.496966900848452724e+02 3.500958898824869658e-01 1.350777914581808344e-03 3.487451119679051414e-01
5.537685174188071642e+02 3.482917713399851789e-01 1.330495207506849709e-03 3.469612761324783468e-01
5.578403447527689423e+02 3.466396601258459609e-01 1.310752189573552700e-03 3.453289079362723557e-01
5.619121720867307204e+02 3.451021891548649578e-01 1.291870943288856181e-03 3.438103182115760381e-01
5.659839994206926121e+02 3.436090563288579647e-01 1.274075173093542485e-03 3.423349811557644395e-01
5.700558267546543902e+02 3.420789258073327899e-01 1.257454700859336142e-03 3.408214711064735392e-01
5.741276540886162820e+02 3.404431165218853028e-01 1.241968936676259320e-03 3.392011475852090285e-01
5.781994814225780601e+02 3.386636627545718814e-01 1.227478412292420636e-03 3.374361843422793994e-01
5.822713087565398382e+02 3.367402215075652183e-01 1.213786361831146760e-03 3.355264351457340477e-01
5.863431360905017300e+02 3.347041800890520058e-01 1.200674079295008375e-03 3.335035060097569781e-01
5.904149634244635081e+02 3.326028304049398754e-01 1.187922250208795416e-03 3.314149081547310693e-01
5.944867907584252862e+02 3.304799776966994007e-01 1.175320715692027441e-03 3.293046569810073043e-01
5.985586180923871780e+02 3.283605189609645203e-01 1.162675926983671414e-03 3.271978430339808619e-01
6.026304454263489561e+02 3.262448796542803953e-01 1.149825565504483237e-03 3.250950540887758700e-01
6.067022727603107342e+02 3.241153089474839710e-01 1.136663763078304317e-03 3.229786451844056105e-01
6.107741000942726259e+02 3.219513399900864603e-01 1.123171470975364893e-03 3.208281685191110566e-01
6.148459274282344040e+02 3.197479945493091891e-01 1.109439527888070754e-03 3.186385550214211326e-01
6.189177547621961821e+02 3.175289892653193058e-01 1.095670638792448168e-03 3.164333186265269049e-01
6.229895820961580739e+02 3.153488336952498527e-01 1.082151884464292984e-03 3.142666818107855420e-01
6.270614094301198520e+02 3.132817383791390853e-01 1.069199506197066312e-03 3.122125388729420359e-01
6.311332367640816301e+02 3.114002046962091041e-01 1.057088393048832495e-03 3.103431163031603046e-01
6.352050640980435219e+02 3.097502160078043909e-01 1.045985521503508707e-03 3.087042304863009123e-01
6.392768914320053000e+02 3.083315847645541341e-01 1.035906762172144474e-03 3.072956780023819445e-01
6.433487187659670781e+02 3.070906120289415564e-01 1.026709878158630447e-03 3.060639021507829405e-01
6.474205460999289699e+02 3.059282728448609601e-01 1.018125687066866007e-03 3.049101471577941314e-01
6.514923734338907479e+02 3.047220566795361130e-01 1.009818175902590671e-03 3.037122385036334360e-01
6.555642007678525260e+02 3.033551543023945696e-01 1.001456608770562784e-03 3.023536976936240239e-01
6.596360281018144178e+02 3.017444032415442789e-01 9.927805762045961539e-04 3.007516226653396130e-01
6.637078554357761959e+02 2.998589847345030646e-01 9.836425722708414584e-04 2.988753421622322159e-01
6.677796827697379740e+02 2.977249802216839769e-01 9.740202376315020699e-04 2.967509599840524315e-01
6.718515101036998658e+02 2.954153626776947483e-01 9.639990909504038896e-04 2.944513635867443413e-01
6.759233374376616439e+02 2.930292524380584407e-01 9.537337346591618584e-04 2.920755187033993172e-01
6.799951647716234220e+02 2.906669438726670607e-01 9.433994771161161854e-04 2.897235443955509249e-01
6.840669921055853138e+02 2.884076107811844314e-01 9.331466593159868294e-04 2.874744641218683894e-01
6.881388194395470919e+02 2.862948786535969292e-01 9.230673998445826454e-04 2.853718112537523277e-01
6.922106467735089836e+02 2.843324699393419697e-01 9.131802543263893568e-04 2.834192896850155630e-01
6.962824741074707617e+02 2.824890546465904095e-01 9.034337474350881414e-04 2.815856208991552867e-01
7.003543014414325398e+02 2.807092868765079796e-01 8.937258676960824644e-04 2.798155610088118861e-01
7.044261287753944316e+02 2.789272817914469349e-01 8.839339474961894127e-04 2.780433478439507944e-01
7.084979561093562097e+02 2.770793682327327700e-01 8.739480208305623610e-04 2.762054202119022528e-01
7.125697834433179878e+02 2.751142491381703969e-01 8.637006647018137875e-04 2.742505484734686361e-01
7.166416107772798796e+02 2.729999773247996364e-01 8.531873034118066810e-04 2.721467900213878077e-01
7.207134381112416577e+02 2.707278689551021467e-01 8.424727889001506435e-04 2.698853961662021073e-01
7.247852654452034358e+02 2.683135068709608939e-01 8.316825498171776096e-04 2.674818243211437019e-01
7.288570927791653276e+02 2.657946239513851450e-01 8.209794574837471753e-04 2.649736444939014279e-01
7.329289201131271057e+02 2.632254149205738858e-01 8.105304249396933034e-04 2.624148844956342153e-01
7.370007474470888837e+02 2.606671384397975522e-01 8.004691707539310103e-04 2.598666692690436708e-01
7.410725747810507755e+02 2.581758447200234174e-01 7.908630163496516065e-04 2.573849817036737431e-01
7.451444021150125536e+02 2.557893832629817288e-01 7.816915561782553003e-04 2.550076917068034854e-01
7.492162294489743317e+02 2.535168972644216145e-01 7.728432425875825630e-04 2.527440540218340304e-01
7.532880567829362235e+02 2.513341610949607063e-01 7.641324149866939291e-04 2.505700286799740217e-01
7.573598841168980016e+02 2.491870234805957374e-01 7.553346111761201050e-04 2.484316888694196312e-01
7.614317114508597797e+02 2.470030402027807992e-01 7.462331517489466425e-04 2.462568070510318674e-01
7.655035387848216715e+02 2.447087749359613262e-01 7.366663234365739346e-04 2.439721086125247740e-01
7.695753661187834496e+02 2.422481517269873541e-01 7.265632914258959504e-04 2.415215884355614295e-01
7.736471934527452277e+02 2.395965096785080684e-01 7.159589172810589897e-04 2.388805507612269952e-01
7.777190207867071194e+02 2.367660501899570558e-01 7.049828073088578329e-04 2.360610673826482042e-01
7.817908481206688975e+02 2.338009467674885822e-01 6.938249635563574274e-04 2.331071218039322268e-01
7.858626754546306756e+02 2.307636759450272801e-01 6.826873238594823815e-04 2.300809886211678257e-01
7.899345027885925674e+02 2.277169825747619725e-01 6.717349955746112523e-04 2.270452475791873703e-01
7.940063301225543455e+02 2.247072821328637837e-01 6.610614072025710383e-04 2.240462207256612159e-01
7.980781574565161236e+02 2.217547024156888147e-01 6.506774728474936948e-04 2.211040249428413706e-01
8.021499847904780154e+02 2.188525719583872819e-01 6.405272879133137431e-04 2.182120446704740035e-01
8.062218121244397935e+02 2.159758273370286363e-01 6.305242425375428205e-04 2.153453030944910973e-01
8.102936394584015716e+02 2.130947380616333431e-01 6.205946582692451309e-04 2.124741434033641241e-01
8.143654667923634634e+02 2.101886376805133239e-01 6.107135159736918652e-04 2.095779241645396862e-01
8.184372941263252415e+02 2.072545942250974549e-01 6.009195327916160533e-04 2.066536746923058332e-01
8.225091214602871332e+02 2.043080177936247854e-01 5.913039313451180518e-04 2.037167138622796858e-01
8.265809487942490250e+02 2.013752888570565225e-01 5.819763339585438695e-04 2.007933125230980109e-01
8.306527761282106894e+02 1.984814446975614044e-01 5.730191954527145840e-04 1.979084255021087146e-01
8.347246034621726949e+02 1.956377130884719429e-01 5.644463331705160472e-04 1.950732667553014554e-01
8.387964307961343593e+02 1.928336382345426370e-01 5.561800421774942219e-04 1.922774581923651360e-01
8.428682581300961374e+02 1.900367886081750224e-01 5.480554215297024027e-04 1.894887331866453306e-01
8.469400854640580292e+02 1.872002721080023302e-01 5.398519130817476270e-04 1.866604201949206010e-01
8.510119127980199210e+02 1.842755431546383993e-01 5.313435425163210227e-04 1.837441996121220722e-01
8.550837401319815854e+02 1.812262350202888395e-01 5.223536609680345683e-04 1.807038813593207782e-01
8.591555674659433635e+02 1.780385412712193194e-01 5.127987662652802505e-04 1.775257425049540649e-01
8.632273947999052552e+02 1.747249708019877334e-01 5.027093689952955285e-04 1.742222614329924368e-01
8.672992221338670333e+02 1.713205539408526046e-01 4.922225629642208722e-04 1.708283313778883872e-01
8.713710494678289251e+02 1.678729467413234144e-01 4.815487807770105276e-04 1.673913979605463898e-01
8.754428768017908169e+02 1.644295792268825607e-01 4.709218638705014591e-04 1.639586573630121002e-01
8.795147041357524813e+02 1.610255550599888896e-01 4.605453365084216893e-04 1.605650097234804785e-01
8.835865314697144868e+02 1.576754127691838703e-01 4.505479315072575403e-04 1.572248648376766145e-01
8.876583588036761512e+02 1.543704661191782346e-01 4.409583130343293356e-04 1.539295078061439226e-01
8.917301861376379293e+02 1.510818108952280414e-01 4.317037142305190441e-04 1.506501071809975278e-01
8.958020134715998211e+02 1.477677358471038982e-01 4.226313553298569276e-04 1.473451044917740427e-01
8.998738408055617128e+02 1.443835120275805683e-01 4.135464619372701068e-04 1.439699655656432875e-01
9.039456681395233772e+02 1.408913934719139838e-01 4.042575027655509684e-04 1.404871359691484412e-01
9.080174954734851553e+02 1.372689748158367473e-01 3.946184036118413857e-04 1.368743564122249234e-01
9.120893228074470471e+02 1.335145788709219405e-01 3.845589095091842338e-04 1.331300199614127433e-01
9.161611501414088252e+02 1.296489074510901174e-01 3.740974469989187751e-04 1.292748100040912451e-01
9.202329774753707170e+02 1.257127190566893482e-01 3.633349728300140158e-04 1.253493840838593720e-01
9.243048048093326088e+02 1.217608294120377244e-01 3.524324518416090124e-04 1.214083969601961466e-01
9.283766321432942732e+02 1.178533087326585349e-01 3.415779088613389710e-04 1.175117308237972197e-01
9.324484594772562787e+02 1.140453413087818973e-01 3.309507903746084206e-04 1.137143905184073295e-01
9.365202868112179431e+02 1.103776774260097071e-01 3.206913430893762007e-04 1.100569860829203606e-01
9.405921141451797212e+02 1.068697371652753692e-01 3.108809734686083267e-04 1.065588561918067584e-01
9.446639414791416129e+02 1.035170487432214015e-01 3.015365901206483457e-04 1.032155121531007635e-01
9.487357688131035047e+02 1.002937963076984129e-01 2.926185165141741195e-04 1.000011777911842537e-01
9.528075961470652828e+02 9.715999514564366280e-02 2.840485412397559910e-04 9.687594660440390637e-02
9.568794234810269472e+02 9.407156278290335072e-02 2.757327558130783516e-04 9.379583002709027117e-02
9.609512508149888390e+02 9.099072613122624609e-02 2.675834060570250294e-04 9.072314272516920908e-02
9.650230781489506171e+02 8.789410852361068116e-02 2.595350323173940691e-04 8.763457349129326335e-02
9.690949054829125089e+02 8.477655053297135368e-02 2.515522897482828685e-04 8.452499824322308453e-02
9.731667328168744007e+02 8.165002538306787017e-02 2.436293607180839373e-04 8.140639602234978067e-02
9.772385601508361788e+02 7.853848430020529681e-02 2.357830762881505358e-04 7.830270122391713716e-02
9.813103874847980705e+02 7.547061416219089103e-02 2.280431769604091745e-04 7.524257098523048914e-02
9.853822148187597350e+02 7.247293146811165099e-02 2.204432864825627057e-04 7.225248818162910425e-02
9.894540421527215130e+02 6.956525206556476992e-02 2.130152269330406567e-04 6.935223683863171729e-02
9.935258694866834048e+02 6.675954166990183403e-02 2.057876629834089492e-04 6.655375400691840304e-02
9.975976968206452966e+02 6.406186842825914440e-02 1.987883030770981488e-04 6.386308012518207566e-02
1.001669524154607075e+03 6.147611409580250319e-02 1.920475793862834023e-04 6.128406651641622738e-02
1.005741351488568739e+03 5.900761591102010595e-02 1.856012747023133059e-04 5.882201463631780980e-02
1.009813178822530631e+03 5.666513426252045571e-02 1.794900672021279000e-04 5.648564419531833941e-02
1.013885006156492409e+03 5.446033364298279167e-02 1.737552103531177022e-04 5.428657843262968408e-02
1.017956833490454301e+03 5.240499246232029756e-02 1.684311023355521152e-04 5.223656135998474420e-02
1.022028660824416193e+03 5.050702929603127778e-02 1.635367891493734395e-04 5.034349250688191502e-02
1.026100488158377857e+03 4.876684750694596643e-02 1.590690455096215614e-04 4.860777846143634479e-02
1.030172315492339749e+03 4.717534739965475316e-02 1.549993876576347368e-04 4.702034801199710123e-02
1.034244142826301641e+03 4.571433907173664407e-02 1.512762969817797916e-04 4.556306277475487276e-02
1.038315970160263305e+03 4.435926785540147271e-02 1.478324384690726041e-04 4.421143541693241252e-02
1.042387797494225197e+03 4.308344011133336676e-02 1.445952368614699117e-04 4.293884487447190146e-02
1.046459624828187088e+03 4.186254380090490695e-02 1.414982737770569530e-04 4.172104552712783965e-02
1.050531452162148753e+03 4.067828627920891393e-02 1.384908435382538523e-04 4.053979543567066968e-02
1.054603279496110645e+03 3.952035581590125635e-02 1.355436386666855229e-04 3.938481217723457245e-02
1.058675106830072536e+03 3.838647764310468974e-02 1.326496713964195903e-04 3.825382797170828741e-02
1.062746934164034201e+03 3.728087198815080439e-02 1.298207868806531390e-04 3.715105120127017158e-02
1.066818761497996093e+03 3.621176834239737963e-02 1.270811120853525267e-04 3.608468723031203751e-02
1.070890588831957984e+03 3.518871881862705581e-02 1.244592731824959613e-04 3.506425954544457879e-02
1.074962416165919649e+03 3.422031527699285341e-02 1.219811593473488161e-04 3.409833411764551236e-02
1.079034243499881541e+03 3.331264967875100652e-02 1.196645417442306097e-04 3.319298513700678910e-02
1.083106070833843432e+03 3.246858263820862067e-02 1.175161972287699279e-04 3.235106644097986150e-02
1.087177898167805097e+03 3.168769060889679856e-02 1.155315581800940805e-04 3.157215905071672490e-02
1.091249725501766989e+03 3.096668231372126656e-02 1.136964573794432425e-04 3.085298585634183022e-02
1.095321552835728880e+03 3.030009092712344573e-02 1.119903016248423343e-04 3.018810062549861367e-02
1.099393380169690545e+03 2.968110922032736118e-02 1.103899502112720146e-04 2.957071927011611229e-02
1.103465207503652437e+03 2.910248752251822640e-02 1.088736217293025891e-04 2.899361390078893791e-02
1.107537034837614328e+03 2.855742847970799136e-02 1.074242449729350107e-04 2.845000423473507262e-02
1.111608862171575993e+03 2.804038980654215488e-02 1.060317830704993961e-04 2.793435802347166153e-02
1.115680689505537885e+03 2.754767354220767281e-02 1.046942007922925261e-04 2.744297934141540218e-02
1.119752516839499776e+03 2.707767269158127196e-02 1.034169274044467225e-04 2.697425576417684587e-02
1.123824344173461441e+03 2.663068719272530110e-02 1.022108898000224399e-04 2.652847630292529124e-02
1.127896171507423333e+03 2.620831080003879071e-02 1.010894261762855398e-04 2.610722137386252764e-02
1.131967998841385224e+03 2.581250399439874443e-02 1.000645950405169642e-04 2.571243939935823411e-02
1.136039826175347116e+03 2.544456623657414054e-02 9.914352386195671228e-05 2.534542271271220115e-02
1.140111653509308780e+03 2.510426628565456952e-02 9.832546848434581765e-05 2.500594081717025241e-02
1.144183480843270672e+03 2.478936140164266291e-02 9.760017268993902303e-05 2.469176122895274522e-02
1.148255308177232564e+03 2.449563978098392644e-02 9.694793846548942055e-05 2.439869184251846485e-02
1.152327135511194228e+03 2.421748389682832833e-02 9.634156149406702615e-05 2.412114233533427937e-02
1.156398962845156120e+03 2.394881708738258799e-02 9.574997742347950928e-05 2.385306710995912377e-02
1.160470790179118012e+03 2.368420167733955792e-02 9.514313492452110711e-05 2.358905854241504646e-02
1.164542617513079676e+03 2.341982897772103625e-02 9.449730979831520218e-05 2.332533166792273571e-02
1.168614444847041568e+03 2.315418229563360672e-02 9.379986721451919081e-05 2.306038242841911001e-02
1.172686272181003460e+03 2.288824523130437646e-02 9.305244068226483875e-05 2.279519279062212217e-02
1.176758099514965124e+03 2.262523820285257045e-02 9.227168253022938107e-05 2.253296652032235267e-02
1.180829926848927016e+03 2.236996483644552655e-02 9.148715849230443155e-05 2.227847767795324702e-02
