# wavenumber(cm^-1)  total O H
1.302984746867781496e+02 6.006499217853875777e-02 1.914693590805567266e-02 4.091805627048307470e-02
1.343703020207399561e+02 6.185998755923416415e-02 1.968500354072767744e-02 4.217498401850650058e-02
1.384421293547017910e+02 6.244751870862712273e-02 1.981775349332312239e-02 4.262976521530400381e-02
1.425139566886635976e+02 6.160877176829039625e-02 1.946929578198507843e-02 4.213947598630531088e-02
1.465857840226254325e+02 5.980837709611928205e-02 1.878768021934307253e-02 4.102069687677623033e-02
1.506576113565872390e+02 5.796446111445345550e-02 1.807498914799959139e-02 3.988947196645387105e-02
1.547294386905490455e+02 5.689841556385085569e-02 1.760968758574560020e-02 3.928872797810525896e-02
1.588012660245108805e+02 5.689612539432794408e-02 1.750017242640741072e-02 3.939595296792052642e-02
1.628730933584726870e+02 5.764532384287033434e-02 1.765495648343957252e-02 3.999036735943075488e-02
1.669449206924344935e+02 5.851017033213305046e-02 1.786244421958437315e-02 4.064772611254867385e-02
1.710167480263963284e+02 5.893322768963030894e-02 1.792311416284115763e-02 4.101011352678914784e-02
1.750885753603581350e+02 5.873601575621294202e-02 1.776278887321875583e-02 4.097322688299419313e-02
1.791604026943199699e+02 5.815702447468586861e-02 1.746089826928210603e-02 4.069612620540376258e-02
1.832322300282817764e+02 5.761586161072522472e-02 1.717232688940798641e-02 4.044353472131723137e-02
1.873040573622435829e+02 5.738056515987306760e-02 1.700045046627985182e-02 4.038011469359319844e-02
1.913758846962054179e+02 5.739179234064069324e-02 1.692362430312654986e-02 4.046816803751414338e-02
1.954477120301672244e+02 5.736504822910069856e-02 1.683125232109353858e-02 4.053379590800715998e-02
1.995195393641290309e+02 5.705838731156781529e-02 1.662714897284425786e-02 4.043123833872355744e-02
2.035913666980908658e+02 5.647046213106530349e-02 1.630408269932249674e-02 4.016637943174279635e-02
2.076631940320526724e+02 5.581706014117589904e-02 1.593131771365232513e-02 3.988574242752356697e-02
2.117350213660145073e+02 5.533142282473145490e-02 1.558114830595787662e-02 3.975027451877358176e-02
2.158068486999763138e+02 5.507675371432298184e-02 1.526989732887474270e-02 3.980685638544824434e-02
2.198786760339381203e+02 5.493651270795114894e-02 1.496465477294391978e-02 3.997185793500722395e-02
2.239505033678999553e+02 5.477621791131905699e-02 1.463846043550294171e-02 4.013775747581610487e-02
2.280223307018617618e+02 5.460011624261364854e-02 1.431045761786126080e-02 4.028965862475238080e-02
2.320941580358235683e+02 5.453278360560498417e-02 1.402813761977918759e-02 4.050464598582578790e-02
2.361659853697854032e+02 5.464983303935899706e-02 1.381342172405817734e-02 4.083641131530080237e-02
2.402378127037472098e+02 5.485408797020842331e-02 1.363226339142481827e-02 4.122182457878359463e-02
2.443096400377090447e+02 5.493748790704659074e-02 1.341753062378567805e-02 4.151995728326090401e-02
2.483814673716708512e+02 5.474818999653548179e-02 1.311554060051737212e-02 4.163264939601809406e-02
2.524532947056326577e+02 5.427045632288068910e-02 1.270866991656675882e-02 4.156178640631393029e-02
2.565251220395944642e+02 5.355578307436578006e-02 1.220424375503604067e-02 4.135153931932974286e-02
2.605969493735562992e+02 5.263378318382690157e-02 1.161814576539024410e-02 4.101563741843665400e-02
2.646687767075181341e+02 5.152978081667084626e-02 1.097405738245135938e-02 4.055572343421947473e-02
2.687406040414799122e+02 5.034345625838525240e-02 1.030704460949537389e-02 4.003641164888988024e-02
2.728124313754417472e+02 4.924889090637674105e-02 9.652849534791672556e-03 3.959604137158506676e-02
2.768842587094035821e+02 4.838569723180281140e-02 9.028113109121735022e-03 3.935758412268106771e-02
2.809560860433653602e+02 4.776127998881905812e-02 8.423568324282494288e-03 3.933771166453654822e-02
2.850279133773271951e+02 4.727054199903489573e-02 7.818744055948637084e-03 3.945179794308625865e-02
2.890997407112890301e+02 4.679673083091379776e-02 7.203525540406295787e-03 3.959320529050750631e-02
2.931715680452508650e+02 4.628578536669832044e-02 6.588045761800581657e-03 3.969773960489772491e-02
2.972433953792126431e+02 4.575713290579436210e-02 5.996869208340789223e-03 3.976026369745355726e-02
3.013152227131744780e+02 4.529321193995407280e-02 5.455594119426315433e-03 3.983761782052774175e-02
3.053870500471363130e+02 4.502793224684172035e-02 4.978824206037719621e-03 4.004910804080399206e-02
3.094588773810980911e+02 4.510304162830976876e-02 4.564933441197164925e-03 4.053810818711259256e-02
3.135307047150599260e+02 4.559227114557046906e-02 4.200109579752690780e-03 4.139216156581777828e-02
3.176025320490217609e+02 4.646133376930888098e-02 3.869304988433716445e-03 4.259202878087516020e-02
3.216743593829835390e+02 4.761105994360362303e-02 3.565999662058440441e-03 4.404506028154517305e-02
3.257461867169453740e+02 4.895341806977738380e-02 3.293168133474783706e-03 4.566024993630259793e-02
3.298180140509072089e+02 5.044188786866391633e-02 3.056068088311318653e-03 4.738581978035258380e-02
3.338898413848689870e+02 5.206141548713898171e-02 2.854775548255895044e-03 4.920663993888309273e-02
3.379616687188308219e+02 5.383729345337723293e-02 2.683043286522337947e-03 5.115425016685489629e-02
3.420334960527926569e+02 5.585043513949498883e-02 2.532876337557757231e-03 5.331755880193724678e-02
3.461053233867544918e+02 5.817565911918026744e-02 2.399395287695138025e-03 5.577626383148513028e-02
3.501771507207162699e+02 6.074888264069330107e-02 2.281560327844056775e-03 5.846732231284923476e-02
3.542489780546781049e+02 6.332333106658424859e-02 2.178600460578616199e-03 6.114473060600562893e-02
3.583208053886399398e+02 6.564027092284556442e-02 2.085877026247736927e-03 6.355439389659781058e-02
3.623926327226017179e+02 6.769128395760586059e-02 1.994849659405105533e-03 6.569643429820075375e-02
3.664644600565635528e+02 6.978743624177921601e-02 1.898431751965856673e-03 6.788900448981337321e-02
3.705362873905253878e+02 7.231574303949335480e-02 1.797312195831852599e-03 7.051843084366146708e-02
3.746081147244871659e+02 7.539244645932406674e-02 1.700595859415167345e-03 7.369185059990888964e-02
3.786799420584490008e+02 7.874282583996831952e-02 1.619029261927246079e-03 7.712379657804106781e-02
3.827517693924108357e+02 8.192438886369494966e-02 1.556670231963029963e-03 8.036771863173192143e-02
3.868235967263726138e+02 8.470179573901412406e-02 1.508583669819019667e-03 8.319321206919511047e-02
3.908954240603344488e+02 8.726161329901085950e-02 1.465854275179469647e-03 8.579575902383138053e-02
3.949672513942962837e+02 9.008316379677526464e-02 1.422128092123776423e-03 8.866103570465153072e-02
3.990390787282580618e+02 9.354104904856842817e-02 1.375728569607990222e-03 9.216532047896043578e-02
4.031109060622198967e+02 9.754731569414035186e-02 1.327272119677755553e-03 9.622004357446259371e-02
4.071827333961817317e+02 1.015738044750797986e-01 1.277231916418437212e-03 1.002965725586613538e-01
4.112545607301435666e+02 1.051138326684991353e-01 1.226441616191473270e-03 1.038873910523076677e-01
4.153263880641053447e+02 1.082020551583279255e-01 1.177904459160599316e-03 1.070241506991673336e-01
4.193982153980671796e+02 1.114526299487296895e-01 1.136364014817533002e-03 1.103162659339121526e-01
4.234700427320290146e+02 1.154885049934888386e-01 1.104918488196425866e-03 1.143835865052923867e-01
4.275418700659907927e+02 1.202945924164104952e-01 1.081915252358755120e-03 1.192126771640517474e-01
4.316136973999526276e+02 1.252059852018046482e-01 1.061668124981332128e-03 1.241443170768233017e-01
4.356855247339144626e+02 1.296283698395454265e-01 1.038678896407318943e-03 1.285896909431380741e-01
4.397573520678762407e+02 1.337684563732094711e-01 1.011359977229135156e-03 1.327570963959803230e-01
4.438291794018380756e+02 1.385499974149935754e-01 9.819591550754959777e-04 1.375680382599180629e-01
4.479010067357999105e+02 1.447046669651539941e-01 9.535515005462513304e-04 1.437511154646076983e-01
4.519728340697616886e+02 1.519220642560925594e-01 9.276478248452608641e-04 1.509944164312472803e-01
4.560446614037235236e+02 1.589360903908997869e-01 9.043558102626395598e-04 1.580317345806371288e-01
4.601164887376853585e+02 1.644970619501073261e-01 8.837267768734988422e-04 1.636133351732338426e-01
4.641883160716471366e+02 1.683187667767470086e-01 8.661426390984246562e-04 1.674526241376486091e-01
4.682601434056089715e+02 1.711831439626457785e-01 8.516316136037788359e-04 1.703315123490420080e-01
4.723319707395708065e+02 1.742408841842990053e-01 8.395159937121598548e-04 1.734013681905868798e-01
4.764037980735326414e+02 1.781984019744152770e-01 8.289290963909515947e-04 1.773694728780243202e-01
4.804756254074944195e+02 1.829564175814669680e-01 8.193217612670106089e-04 1.821370958201999346e-01
4.845474527414562544e+02 1.877416796679532429e-01 8.102996861993307575e-04 1.869313799817538535e-01
4.886192800754180894e+02 1.915120865377090698e-01 8.013014223809629194e-04 1.907107851153280742e-01
4.926911074093798675e+02 1.934792892463077785e-01 7.917544703496404027e-04 1.926875347759581525e-01
4.967629347433417024e+02 1.935760744206784234e-01 7.814225067287897206e-04 1.927946519139496773e-01
5.008347620773035374e+02 1.925387547899823915e-01 7.703648560010663065e-04 1.917683899339813203e-01
5.049065894112653154e+02 1.914089728741909524e-01 7.587132658469920420e-04 1.906502596083439194e-01
5.089784167452271504e+02 1.908059217523351558e-01 7.468844848308118503e-04 1.900590372675043105e-01
5.130502440791889285e+02 1.906524109799779543e-01 7.360473229970919450e-04 1.899163636569808356e-01
5.171220714131508203e+02 1.905869283871725606e-01 7.278706475781274426e-04 1.898590577395944390e-01
5.211938987471125984e+02 1.905047430825002053e-01 7.232198694870100491e-04 1.897815232130131702e-01
5.252657260810743765e+02 1.905620619001792970e-01 7.209382444693644178e-04 1.898411236557099591e-01
5.293375534150362682e+02 1.907324158012618787e-01 7.182182957084363214e-04 1.900141975055534560e-01
5.334093807489980463e+02 1.906202969560534810e-01 7.126364816439418508e-04 1.899076604744095453e-01
5.374812080829598244e+02 1.898645619093423109e-01 7.041437263206497396e-04 1.891604181830216502e-01
5.415530354169217162e+02 1.886113159519152149e-01 6.951137459434441907e-04 1.879162022059717718e-01
5.456248627508834943e+02 1.873880352885017586e-01 6.882727845609270482e-04 1.866997625039408248e-01
5.496966900848452724e+02 1.864857542962478631e-01 6.843453320376421132e-04 1.858014089642102407e-01
5.537685174188071642e+02 1.856085449240845731e-01 6.815613463704869954e-04 1.849269835777140325e-01
5.578403447527689423e+02 1.842172137008915578e-01 6.773980643803301227e-04 1.835398156365111999e-01
5.619121720867307204e+02 1.821438648349792966e-01 6.708047375491032766e-04 1.814730600974302221e-01
5.659839994206926121e+02 1.797837227357074186e-01 6.628460490863041701e-04 1.791208766866211333e-01
5.700558267546543902e+02 1.777382657917074282e-01 6.554497054116227833e-04 1.770828160862957801e-01
5.741276540886162820e+02 1.763830698896500793e-01 6.497688678759013566e-04 1.757333010217741742e-01
5.781994814225780601e+02 1.757643931037565221e-01 6.456633095940414718e-04 1.751187297941624865e-01
5.822713087565398382e+02 1.757445624769941317e-01 6.423284006767974660e-04 1.751022340763173646e-01
5.863431360905017300e+02 1.761075541348521845e-01 6.390768009910340573e-04 1.754684773338611725e-01
5.904149634244635081e+02 1.765600065201581859e-01 6.356270161941556538e-04 1.759243795039640568e-01
5.944867907584252862e+02 1.767759475237469791e-01 6.320277299742310846e-04 1.761439197937727519e-01
5.985586180923871780e+02 1.765329520946272157e-01 6.284618646816582778e-04 1.759044902299455870e-01
6.026304454263489561e+02 1.757991828904455767e-01 6.249198130429815031e-04 1.751742630774025533e-01
6.067022727603107342e+02 1.746758850518947415e-01 6.208973348251252281e-04 1.740549877170696202e-01
6.107741000942726259e+02 1.732956040301058265e-01 6.155983049711262305e-04 1.726800057251346998e-01
6.148459274282344040e+02 1.718068956477735443e-01 6.087310033398225014e-04 1.711981646444337424e-01
6.189177547621961821e+02 1.704032691754950868e-01 6.010979898198078042e-04 1.698021711856752547e-01
6.229895820961580739e+02 1.692663503851052909e-01 5.941220390919561140e-04 1.686722283460133087e-01
6.270614094301198520e+02 1.684420982607967576e-01 5.886442276382561562e-04 1.678534540331584890e-01
6.311332367640816301e+02 1.678197040403826279e-01 5.843235676487552399e-04 1.672353804727338689e-01
6.352050640980435219e+02 1.672732300498410152e-01 5.803113391049233077e-04 1.666929187107360766e-01
6.392768914320053000e+02 1.667905053263742388e-01 5.762955077319044774e-04 1.662142098186423222e-01
6.433487187659670781e+02 1.664110028294584764e-01 5.725981937706417935e-04 1.658384046356878305e-01
6.474205460999289699e+02 1.660641893858955664e-01 5.693365795276450958e-04 1.654948528063679147e-01
6.514923734338907479e+02 1.655628156715882038e-01 5.659157497513338849e-04 1.649968999218368593e-01
6.555642007678525260e+02 1.647997298730816684e-01 5.615929660899521498e-04 1.642381369069917108e-01
6.596360281018144178e+02 1.638883512231336381e-01 5.563078536672998523e-04 1.633320433694662732e-01
6.637078554357761959e+02 1.630252307488617713e-01 5.505961048926330840e-04 1.624746346439691347e-01
6.677796827697379740e+02 1.622225931404309152e-01 5.447232755842511612e-04 1.616778698648466128e-01
6.718515101036998658e+02 1.612606046986446162e-01 5.383104009782054607e-04 1.607222942976663793e-01
6.759233374376616439e+02 1.599413315867485030e-01 5.310327014216041424e-04 1.594102988853269010e-01
6.799951647716234220e+02 1.583267711721500492e-01 5.233968579722563658e-04 1.578033743141777634e-01
6.840669921055853138e+02 1.566550800858333703e-01 5.163919818504337979e-04 1.561386881039829311e-01
6.881388194395470919e+02 1.550570706966167833e-01 5.103575646554442749e-04 1.545467131319613330e-01
6.922106467735089836e+02 1.534708197019696019e-01 5.046065355140455424e-04 1.529662131664555613e-01
6.962824741074707617e+02 1.518843576979564403e-01 4.984347512760084909e-04 1.513859229466804623e-01
7.003543014414325398e+02 1.505578681655063700e-01 4.922470873862770527e-04 1.500656210781201039e-01
7.044261287753944316e+02 1.498403212008225238e-01 4.872160933674023024e-04 1.493531051074551141e-01
7.084979561093562097e+02 1.497088144965119105e-01 4.837212990191701550e-04 1.492250931974927197e-01
7.125697834433179878e+02 1.495888122394166964e-01 4.804668833030821301e-04 1.491083453561136141e-01
7.166416107772798796e+02 1.487665189284446687e-01 4.754636559865277096e-04 1.482910552724581443e-01
7.207134381112416577e+02 1.470209837550399967e-01 4.678596099527086152e-04 1.465531241450873101e-01
7.247852654452034358e+02 1.448116569252165531e-01 4.586759949189184865e-04 1.443529809302976363e-01
7.288570927791653276e+02 1.428378396493135971e-01 4.498760303555142046e-04 1.423879636189580855e-01
7.329289201131271057e+02 1.414657445991882589e-01 4.429580191733960759e-04 1.410227865800148805e-01
7.370007474470888837e+02 1.405856730834365020e-01 4.383229386762270202e-04 1.401473501447602632e-01
7.410725747810507755e+02 1.398985516853132882e-01 4.354225436143641147e-04 1.394631291416989494e-01
7.451444021150125536e+02 1.391923861450014011e-01 4.330714868910807177e-04 1.387593146581103110e-01
7.492162294489743317e+02 1.383526229910780059e-01 4.298370091830327230e-04 1.379227859818949187e-01
7.532880567829362235e+02 1.372818964552058318e-01 4.247664588952463792e-04 1.368571299963106114e-01
7.573598841168980016e+02 1.359539949457546637e-01 4.180871623062740357e-04 1.355359077834483728e-01
7.614317114508597797e+02 1.345119964307695537e-01 4.110261146778961851e-04 1.341009703160916389e-01
7.655035387848216715e+02 1.331942814618164161e-01 4.047032132230857443e-04 1.327895782485933318e-01
7.695753661187834496e+02 1.321348111916793577e-01 3.992654299784523589e-04 1.317355457617008785e-01
7.736471934527452277e+02 1.312976329769461881e-01 3.942457448501185857e-04 1.309033872320961023e-01
7.777190207867071194e+02 1.306129451249238294e-01 3.895902859620013542e-04 1.302233548389618023e-01
7.817908481206688975e+02 1.300790418429128847e-01 3.859378777049692934e-04 1.296931039652078899e-01
7.858626754546306756e+02 1.296618840820681628e-01 3.837467124659135450e-04 1.292781373696022251e-01
7.899345027885925674e+02 1.291652554426415134e-01 3.823876428964761640e-04 1.287828677997450710e-01
7.940063301225543455e+02 1.283264629482645247e-01 3.803699765856887577e-04 1.279460929716788598e-01
7.980781574565161236e+02 1.270709679231548928e-01 3.764889086595404237e-04 1.266944790144953481e-01
8.021499847904780154e+02 1.256081017511472275e-01 3.707026491442650773e-04 1.252373991020029609e-01
8.062218121244397935e+02 1.242457751568320640e-01 3.640091267256227703e-04 1.238817660301064355e-01
8.102936394584015716e+02 1.231611702638151506e-01 3.576592324572163708e-04 1.228035110313579342e-01
8.143654667923634634e+02 1.223750345027656145e-01 3.524512010698042431e-04 1.220225833016957695e-01
8.184372941263252415e+02 1.218550610879661350e-01 3.484753361521784670e-04 1.215065857518139725e-01
8.225091214602871332e+02 1.215146614799706981e-01 3.452396633815384554e-04 1.211694218165891568e-01
8.265809487942490250e+02 1.211044536071198136e-01 3.420049898468247593e-04 1.207624486172729633e-01
8.306527761282106894e+02 1.202447877023242323e-01 3.382007660624611681e-04 1.199065869362617720e-01
8.347246034621726949e+02 1.187061347801542793e-01 3.337620852220008773e-04 1.183723726949323096e-01
8.387964307961343593e+02 1.166720329628577468e-01 3.291844665318129082e-04 1.163428484963258958e-01
8.428682581300961374e+02 1.146463930425223737e-01 3.251891147865354536e-04 1.143212039277358566e-01
8.469400854640580292e+02 1.130510208853903603e-01 3.221606250223781921e-04 1.127288602603679912e-01
8.510119127980199210e+02 1.119345532246252828e-01 3.197954990921001101e-04 1.116147577255331702e-01
8.550837401319815854e+02 1.110853655614470747e-01 3.173449200727691149e-04 1.107680206413743235e-01
8.591555674659433635e+02 1.103482930656200789e-01 3.142912863343478506e-04 1.100340017792857256e-01
8.632273947999052552e+02 1.097134483554741136e-01 3.107414042424523496e-04 1.094027069512316652e-01
8.672992221338670333e+02 1.090817314819184647e-01 3.070330013032475619e-04 1.087746984806152312e-01
8.713710494678289251e+02 1.080803617461914418e-01 3.030047438993257666e-04 1.077773570022921151e-01
8.754428768017908169e+02 1.062713203975427234e-01 2.979111289633074684e-04 1.059734092685794132e-01
8.795147041357524813e+02 1.035798589951660437e-01 2.912147270226551660e-04 1.032886442681433953e-01
8.835865314697144868e+02 1.004420008466938852e-01 2.833125731627058014e-04 1.001586882735311795e-01
8.876583588036761512e+02 9.747763576735658797e-02 2.752700345644848315e-04 9.720236573279210368e-02
8.917301861376379293e+02 9.504959054233445837e-02 2.679143841501122297e-04 9.478167615818433589e-02
8.958020134715998211e+02 9.315482762291429908e-02 2.614268534520424771e-04 9.289340076946225877e-02
8.998738408055617128e+02 9.163571021457533883e-02 2.557545801200683750e-04 9.137995563445525105e-02
9.039456681395233772e+02 9.034131678482155980e-02 2.509621221062013170e-04 9.009035466271535231e-02
9.080174954734851553e+02 8.906569234421769787e-02 2.468612363152380149e-04 8.881883110790246560e-02
9.120893228074470471e+02 8.749364892723912601e-02 2.425688491007151125e-04 8.725108007813842104e-02
9.161611501414088252e+02 8.538306351257481108e-02 2.370007645913484195e-04 8.514606274798346142e-02
9.202329774753707170e+02 8.281810036389773699e-02 2.300106146077137098e-04 8.258808974929002233e-02
9.243048048093326088e+02 8.017817608155175524e-02 2.227390147425210702e-04 7.995543706680921514e-02
9.283766321432942732e+02 7.778808922902789857e-02 2.165117279325656666e-04 7.757157750109534844e-02
9.324484594772562787e+02 7.562332081715195109e-02 2.114372570524839824e-04 7.541188356009945193e-02
9.365202868112179431e+02 7.339278381135790064e-02 2.063154932147331802e-04 7.318646831814315523e-02
9.405921141451797212e+02 7.088141783151892528e-02 1.999442829904789188e-04 7.068147354852845343e-02
9.446639414791416129e+02 6.816538159646287620e-02 1.923314664894160641e-04 6.797305012997344187e-02
9.487357688131035047e+02 6.550557636067150247e-02 1.845710978776838684e-04 6.532100526279382979e-02
9.528075961470652828e+02 6.308877115584836381e-02 1.777258660284396588e-04 6.291104528981993071e-02
9.568794234810269472e+02 6.089323653153781712e-02 1.719983063066081452e-04 6.072123822523121245e-02
9.609512508149888390e+02 5.876301680345243778e-02 1.668805626931228107e-04 5.859613624075932226e-02
9.650230781489506171e+02 5.656497929598145596e-02 1.618380346536522939e-04 5.640314126132779660e-02
9.690949054829125089e+02 5.427956299477242064e-02 1.567247498872105266e-04 5.412283824488519496e-02
9.731667328168744007e+02 5.198388765575712167e-02 1.516664781100480878e-04 5.183222117764707537e-02
9.772385601508361788e+02 4.977618022480029963e-02 1.467435862887086768e-04 4.962943663851159676e-02
9.813103874847980705e+02 4.770752670221208025e-02 1.418615586424368778e-04 4.756566514356965619e-02
9.853822148187597350e+02 4.576062517969452237e-02 1.368692079070230256e-04 4.562375597178751352e-02
9.894540421527215130e+02 4.387745078980050117e-02 1.317276169693799577e-04 4.374572317283111772e-02
9.935258694866834048e+02 4.200586393640014238e-02 1.265490873417716435e-04 4.187931484905837998e-02
9.975976968206452966e+02 4.012911948408511703e-02 1.214991261827099345e-04 4.000762035790240284e-02
1.001669524154607075e+03 3.826665633814922696e-02 1.166840281594001686e-04 3.814997230998982969e-02
1.005741351488568739e+03 3.646128961335164814e-02 1.121295137505824507e-04 3.634916009960107580e-02
1.009813178822530631e+03 3.476796970916212759e-02 1.078393314540010818e-04 3.466013037770811211e-02
1.013885006156492409e+03 3.324137145042622976e-02 1.038415817577829220e-04 3.313752986866845551e-02
1.017956833490454301e+03 3.191408742510744301e-02 1.001668613651536316e-04 3.181392056374228450e-02
1.022028660824416193e+03 3.077168615093692217e-02 9.679551194498093897e-05 3.067489063899193555e-02
1.026100488158377857e+03 2.974427765180368693e-02 9.364194258317559455e-05 2.965063570922051722e-02
1.030172315492339749e+03 2.872926944376823569e-02 9.059098778097692526e-05 2.863867845598725564e-02
1.034244142826301641e+03 2.764070175043990482e-02 8.755114864819042535e-05 2.755315060179171563e-02
1.038315970160263305e+03 2.645982011917383941e-02 8.449669059665489330e-05 2.637532342857719023e-02
1.042387797494225197e+03 2.525155880601924127e-02 8.149106245226460160e-05 2.517006774356698312e-02
1.046459624828187088e+03 2.412570970423826705e-02 7.867397031402988648e-05 2.404703573392424215e-02
1.050531452162148753e+03 2.316204986021110426e-02 7.619150055886980146e-05 2.308585835965223237e-02
1.054603279496110645e+03 2.235628338720477282e-02 7.409765838443116708e-05 2.228218572882033344e-02
1.058675106830072536e+03 2.163399576308162181e-02 7.230874731912082464e-05 2.156168701576250887e-02
1.062746934164034201e+03 2.091949486252201590e-02 7.066340770893380437e-05 2.084883145481308125e-02
1.066818761497996093e+03 2.019422199418328262e-02 6.904128422749961438e-05 2.012518070995578112e-02
1.070890588831957984e+03 1.949458336780758236e-02 6.743301377114161940e-05 1.942715035403645013e-02
1.074962416165919649e+03 1.886492739606796670e-02 6.590470866524651857e-05 1.879902268740271665e-02
1.079034243499881541e+03 1.832114016749439300e-02 6.450441991257230170e-05 1.825663574758182653e-02
1.083106070833843432e+03 1.785295812969234230e-02 6.320516195552256281e-05 1.778975296773682019e-02
1.087177898167805097e+03 1.744265858256563093e-02 6.192982786758016245e-05 1.738072875469805559e-02
1.091249725501766989e+03 1.706936352553602848e-02 6.061870427328200784e-05 1.700874482126274803e-02
1.095321552835728880e+03 1.670185022184121626e-02 5.926627192787294442e-05 1.664258394991334489e-02
1.099393380169690545e+03 1.630357437104761748e-02 5.789805237535255653e-05 1.624567631867226275e-02
1.103465207503652437e+03 1.585431650789228056e-02 5.652857912095660511e-05 1.579778792877132437e-02
1.107537034837614328e+03 1.536662339728801785e-02 5.515940074473171546e-05 1.531146399654329492e-02
1.111608862171575993e+03 1.487972583680710094e-02 5.382034023171913042e-05 1.482590549657538358e-02
1.115680689505537885e+03 1.443821848081819348e-02 5.259559524237189271e-05 1.438562288557582169e-02
1.119752516839499776e+03 1.407282503432318033e-02 5.158857155689572626e-05 1.402123646276628652e-02
1.123824344173461441e+03 1.379021391811618980e-02 5.085303813911194086e-05 1.373936087997708680e-02
1.127896171507423333e+03 1.357059658096726809e-02 5.035826560284167614e-05 1.352023831536442941e-02
1.131967998841385224e+03 1.337492520023668419e-02 5.001175700570600376e-05 1.332491344323098216e-02
1.136039826175347116e+03 1.316328265520288684e-02 4.969948688063780288e-05 1.311358316832225701e-02
1.140111653509308780e+03 1.291554253974411606e-02 4.930693662089304541e-05 1.286623560312322688e-02
1.144183480843270672e+03 1.263970951444159940e-02 4.873847160949199822e-05 1.259097104283211400e-02
1.148255308177232564e+03 1.236354424739519869e-02 4.796540906890042245e-05 1.231557883832630138e-02
1.152327135511194228e+03 1.211841829860394251e-02 4.707576172211759086e-05 1.207134253688182425e-02
1.156398962845156120e+03 1.192484868174749704e-02 4.625349330058656276e-05 1.187859518844691827e-02
1.160470790179118012e+03 1.178222064737700567e-02 4.566233502645407284e-05 1.173655831235054930e-02
1.164542617513079676e+03 1.166528255274240471e-02 4.531260931953531390e-05 1.161996994342287190e-02
1.168614444847041568e+03 1.153420666278376187e-02 4.503335633311912644e-05 1.148917330645064100e-02
1.172686272181003460e+03 1.135846733866424825e-02 4.459485851271325848e-05 1.131387248015153918e-02
1.176758099514965124e+03 1.113890439935389179e-02 4.389131606329690341e-05 1.109501308329060264e-02
1.180829926848927016e+03 1.090801420941405440e-02 4.302785007133087900e-05 1.086498635934272580e-02
