# wavenumber(cm^-1)  total O H
2.076631940320526724e+02 5.504571843528385799e-02 1.447087446094792035e-02 4.057484397433593765e-02
2.117350213660145073e+02 5.479421141304072207e-02 1.416323722072376085e-02 4.063097419231694041e-02
2.158068486999763138e+02 5.467423556394701567e-02 1.387961985063748335e-02 4.079461571330952885e-02
2.198786760339381203e+02 5.467383730927755092e-02 1.361806439694024720e-02 4.105577291233729331e-02
2.239505033678999553e+02 5.476989252230007182e-02 1.337366518646421545e-02 4.139622733583585290e-02
2.280223307018617618e+02 5.492999559046517211e-02 1.313865636128109388e-02 4.179133922918407129e-02
2.320941580358235683e+02 5.511551585613694987e-02 1.290286152183603950e-02 4.221265433430088782e-02
2.361659853697854032e+02 5.528599059894839796e-02 1.265467011116461725e-02 4.263132048778379979e-02
2.402378127037472098e+02 5.540453564678177872e-02 1.238253221044735217e-02 4.302200343633443003e-02
2.443096400377090447e+02 5.544337585568391569e-02 1.207673838542259147e-02 4.336663747026131555e-02
2.483814673716708512e+02 5.538820992708782392e-02 1.173107237903001261e-02 4.365713754805779917e-02
2.524532947056326577e+02 5.524015552884910252e-02 1.134387739074039884e-02 4.389627813810868806e-02
2.565251220395944642e+02 5.501454074423248880e-02 1.091819727685600094e-02 4.409634346737648786e-02
2.605969493735562992e+02 5.473668544871315711e-02 1.046091132948416720e-02 4.427577411922897777e-02
2.646687767075181341e+02 5.443576051530209237e-02 9.981087809760024257e-03 4.445467270554205597e-02
2.687406040414799122e+02 5.413848056762403382e-02 9.488026338847712141e-03 4.465045422877631648e-02
2.728124313754417472e+02 5.386451359364683583e-02 8.989551689258905298e-03 4.487496190438791666e-02
2.768842587094035821e+02 5.362499830253178446e-02 8.491026023457630412e-03 4.513397227907414710e-02
2.809560860433653602e+02 5.342458801590102557e-02 7.995297050489853785e-03 4.542929096541117873e-02
2.850279133773271951e+02 5.326630273447111735e-02 7.503485902558037698e-03 4.576281683191309874e-02
2.890997407112890301e+02 5.315754741239951675e-02 7.016252280119859332e-03 4.614129513227965829e-02
2.931715680452508650e+02 5.311525412724737993e-02 6.535046500256522922e-03 4.658020762699086742e-02
2.972433953792126431e+02 5.316836282833874855e-02 6.062905813401606864e-03 4.710545701493714515e-02
3.013152227131744780e+02 5.335668467893978084e-02 5.604547920269839154e-03 4.775213675866995383e-02
3.053870500471363130e+02 5.372632218057864922e-02 5.165778717584684591e-03 4.856054346299399499e-02
3.094588773810980911e+02 5.432288710525613740e-02 4.752465435033922936e-03 4.957042167022221446e-02
3.135307047150599260e+02 5.518442420321066633e-02 4.369450428955267557e-03 5.081497377425542999e-02
3.176025320490217609e+02 5.633601267390310474e-02 4.019761499794731810e-03 5.231625117410837467e-02
3.216743593829835390e+02 5.778746797589545681e-02 3.704333379812334553e-03 5.408313459608313223e-02
3.257461867169453740e+02 5.953458305057073019e-02 3.422255889467980088e-03 5.611232716110273189e-02
3.298180140509072089e+02 6.156324061045759244e-02 3.171385511499662593e-03 5.839185509895792464e-02
3.338898413848689870e+02 6.385484310737105096e-02 2.949060833722561351e-03 6.090578227364847053e-02
3.379616687188308219e+02 6.639112453865721186e-02 2.752672718320707881e-03 6.363845182033649184e-02
3.420334960527926569e+02 6.915665983138692685e-02 2.579938734048014583e-03 6.657672109733889232e-02
3.461053233867544918e+02 7.213821362303166063e-02 2.428869221527351317e-03 6.970934440150432232e-02
3.501771507207162699e+02 7.532122940412241952e-02 2.297532016109105936e-03 7.302369738801328669e-02
3.542489780546781049e+02 7.868488949918245323e-02 2.183781788853876409e-03 7.650110771032858636e-02
3.583208053886399398e+02 8.219789294585501394e-02 2.085104903202102469e-03 8.011278804265289932e-02
3.623926327226017179e+02 8.581711610765073439e-02 1.998658800378722445e-03 8.381845730727199850e-02
3.664644600565635528e+02 8.949055489574150868e-02 1.921492920198427344e-03 8.756906197554309434e-02
3.705362873905253878e+02 9.316456833710191898e-02 1.850865056544639562e-03 9.131370328055728181e-02
3.746081147244871659e+02 9.679385540049800785e-02 1.784538419642626213e-03 9.500931698085537946e-02
3.786799420584490008e+02 1.003513336651617460e-01 1.720964525887439672e-03 9.863036913927429594e-02
3.827517693924108357e+02 1.038346431747280002e-01 1.659309522238085546e-03 1.021753336524899025e-01
3.868235967263726138e+02 1.072666431307409962e-01 1.599340565916601868e-03 1.056673025648244002e-01
3.908954240603344488e+02 1.106889206524346303e-01 1.541230353930404069e-03 1.091476902985042130e-01
3.949672513942962837e+02 1.141495318549014260e-01 1.485349338351640283e-03 1.126641825165497907e-01
3.990390787282580618e+02 1.176882283741415569e-01 1.432098793730948727e-03 1.162561295804106221e-01
4.031109060622198967e+02 1.213235412359691123e-01 1.381807014664811553e-03 1.199417342213042748e-01
4.071827333961817317e+02 1.250457997419380796e-01 1.334682046390588215e-03 1.237111176955474762e-01
4.112545607301435666e+02 1.288184222654322197e-01 1.290799313326781864e-03 1.275276229521054294e-01
4.153263880641053447e+02 1.325871274645599174e-01 1.250103933523898179e-03 1.313370235310360457e-01
4.193982153980671796e+02 1.362939793484691520e-01 1.212419324743779997e-03 1.350815600237253999e-01
4.234700427320290146e+02 1.398913992045774657e-01 1.177465742168825246e-03 1.387139334624086229e-01
4.275418700659907927e+02 1.433511799080426086e-01 1.144896290023345465e-03 1.422062836180192913e-01
4.316136973999526276e+02 1.466652737474842816e-01 1.114351466994295851e-03 1.455509222804899638e-01
4.356855247339144626e+02 1.498381572087155167e-01 1.085520946726262247e-03 1.487526362619892850e-01
4.397573520678762407e+02 1.528738330594973660e-01 1.058191380395374697e-03 1.518156416791019980e-01
4.438291794018380756e+02 1.557627779635282761e-01 1.032258851789270501e-03 1.547305191117390177e-01
4.479010067357999105e+02 1.584744556048119923e-01 1.007696374627476158e-03 1.574667592301845498e-01
4.519728340697616886e+02 1.609591533516566975e-01 9.844861000509021534e-04 1.599746672516058066e-01
4.560446614037235236e+02 1.631594557108555499e-01 9.625437422091820839e-04 1.621969119686463845e-01
4.601164887376853585e+02 1.650278813049453897e-01 9.416699806701254137e-04 1.640862113242753106e-01
4.641883160716471366e+02 1.665445272818275035e-01 9.215555055835595102e-04 1.656229717762439657e-01
4.682601434056089715e+02 1.677280827934006235e-01 9.018451689607805567e-04 1.668262376244398215e-01
4.723319707395708065e+02 1.686355933750652847e-01 8.822409487649006919e-04 1.677533524263004061e-01
4.764037980735326414e+02 1.693502310185880932e-01 8.626043443598753555e-04 1.684876266742282303e-01
4.804756254074944195e+02 1.699606587900134858e-01 8.430152959268144303e-04 1.691176434940867279e-01
4.845474527414562544e+02 1.705387499929274797e-01 8.237592417041106905e-04 1.697149907512233713e-01
4.886192800754180894e+02 1.711231940833850551e-01 8.052412502222011919e-04 1.703179528331628667e-01
4.926911074093798675e+02 1.717145367942567447e-01 7.878553637164470002e-04 1.709266814305402671e-01
4.967629347433417024e+02 1.722831425050024290e-01 7.718563018278239282e-04 1.715112862031746011e-01
5.008347620773035374e+02 1.727869168188517768e-01 7.572813902353603584e-04 1.720296354286164342e-01
5.049065894112653154e+02 1.731921173195454799e-01 7.439522853046828550e-04 1.724481650342408190e-01
5.089784167452271504e+02 1.734895283182793513e-01 7.315558059528710086e-04 1.727579725123264964e-01
5.130502440791889285e+02 1.737000783321705488e-01 7.197728865892672042e-04 1.729803054455812950e-01
5.171220714131508203e+02 1.738679584920473642e-01 7.084062816751049733e-04 1.731595522103723250e-01
5.211938987471125984e+02 1.740439608544121497e-01 6.974583375030745085e-04 1.733465025169090845e-01
5.252657260810743765e+02 1.742653586651827236e-01 6.871294587290106967e-04 1.735782292064537158e-01
5.293375534150362682e+02 1.745398752776004536e-01 6.777381161629974018e-04 1.738621371614375022e-01
5.334093807489980463e+02 1.748397256418640633e-01 6.695925907450435898e-04 1.741701330511190582e-01
5.374812080829598244e+02 1.751080024525908385e-01 6.628620245912705995e-04 1.744451404279995788e-01
5.415530354169217162e+02 1.752752365015177727e-01 6.574936204139395033e-04 1.746177428811038213e-01
5.456248627508834943e+02 1.752804286339900153e-01 6.532049890431024112e-04 1.746272236449469273e-01
5.496966900848452724e+02 1.750894698418681283e-01 6.495530771940230715e-04 1.744399167646741022e-01
5.537685174188071642e+02 1.747050310281089702e-01 6.460544103771122476e-04 1.740589766177318698e-01
5.578403447527689423e+02 1.741651584198257718e-01 6.423151371814047640e-04 1.735228432826443901e-01
5.619121720867307204e+02 1.735317078888109765e-01 6.381285814162209000e-04 1.728935793073947680e-01
5.659839994206926121e+02 1.728729613881944682e-01 6.335116522156688558e-04 1.722394497359788224e-01
5.700558267546543902e+02 1.722462205525129575e-01 6.286733726352544162e-04 1.716175471798777052e-01
5.741276540886162820e+02 1.716855230622797990e-01 6.239305229845024635e-04 1.710615925392953152e-01
5.781994814225780601e+02 1.711973254835260083e-01 6.195996325261826643e-04 1.705777258509998950e-01
5.822713087565398382e+02 1.707640423687994402e-01 6.158976579475419506e-04 1.701481447108519340e-01
5.863431360905017300e+02 1.703528504395121490e-01 6.128765238341590382e-04 1.697399739156780218e-01
5.904149634244635081e+02 1.699259761422494963e-01 6.104035716163817545e-04 1.693155725706330939e-01
5.944867907584252862e+02 1.694490246812984102e-01 6.081863563946675018e-04 1.688408383249037636e-01
5.985586180923871780e+02 1.688954204627950151e-01 6.058304737584593478e-04 1.682895899890365921e-01
6.026304454263489561e+02 1.682469655636317507e-01 6.029149284260172399e-04 1.676440506352057380e-01
6.067022727603107342e+02 1.674920800645190999e-01 5.990700789604100915e-04 1.668930099855587268e-01
6.107741000942726259e+02 1.666239157151912509e-01 5.940460277556214612e-04 1.660298696874356605e-01
6.148459274282344040e+02 1.656401103849791390e-01 5.877622145352853983e-04 1.650523481704438966e-01
6.189177547621961821e+02 1.645447703662121230e-01 5.803309914916580849e-04 1.639644393747204942e-01
6.229895820961580739e+02 1.633518791822965999e-01 5.720497685869734006e-04 1.627798294137096369e-01
6.270614094301198520e+02 1.620883042989237077e-01 5.633594103459232949e-04 1.615249448885778261e-01
6.311332367640816301e+02 1.607942935052717459e-01 5.547720001477963059e-04 1.602395215051239663e-01
6.352050640980435219e+02 1.595199167439040333e-01 5.467784460415715591e-04 1.589731382978624152e-01
6.392768914320053000e+02 1.583171278871081666e-01 5.397535641179306660e-04 1.577773743229902159e-01
6.433487187659670781e+02 1.572286114686741731e-01 5.338801937658968055e-04 1.566947312749082943e-01
6.474205460999289699e+02 1.562758918710462630e-01 5.291120229432867954e-04 1.557467798481029786e-01
6.514923734338907479e+02 1.554499190772834494e-01 5.251864666090272100e-04 1.549247326106744649e-01
6.555642007678525260e+02 1.547072474088054816e-01 5.216860233050148654e-04 1.541855613855004636e-01
6.596360281018144178e+02 1.539739263438006933e-01 5.181329928375016979e-04 1.534557933509632099e-01
6.637078554357761959e+02 1.531574781170596256e-01 5.140928855100734265e-04 1.526433852315495776e-01
6.677796827697379740e+02 1.521652102450968824e-01 5.092597445318423986e-04 1.516559505005650177e-01
6.718515101036998658e+02 1.509251310947652969e-01 5.035028130049282093e-04 1.504216282817603667e-01
6.759233374376616439e+02 1.494044903130629653e-01 4.968663905268984674e-04 1.489076239225360920e-01
6.799951647716234220e+02 1.476209402082526156e-01 4.895290187572507931e-04 1.471314111894953536e-01
6.840669921055853138e+02 1.456427173629647465e-01 4.817394264415111893e-04 1.451609779365232722e-01
6.881388194395470919e+02 1.435768715726996880e-01 4.737513397477586923e-04 1.431031202329519636e-01
6.922106467735089836e+02 1.415477848610709743e-01 4.657762599674083797e-04 1.410820086011035923e-01
6.962824741074707617e+02 1.396710945996322006e-01 4.579643563094673315e-04 1.392131302433227691e-01
7.003543014414325398e+02 1.380297122753088024e-01 4.504124078872414759e-04 1.375792998674215672e-01
7.044261287753944316e+02 1.366582840002184551e-01 4.431884035334928210e-04 1.362150955966849875e-01
7.084979561093562097e+02 1.355401318463257121e-01 4.363580263087796706e-04 1.351037738200169536e-01
7.125697834433179878e+02 1.346170811954863766e-01 4.299997814225899116e-04 1.341870814140637969e-01
7.166416107772798796e+02 1.338087609279099977e-01 4.242017375322310610e-04 1.333845591903777272e-01
7.207134381112416577e+02 1.330352325725028817e-01 4.190410046960167298e-04 1.326161915678069070e-01
7.247852654452034358e+02 1.322361023324593599e-01 4.145540826685709113e-04 1.318215482497908098e-01
7.288570927791653276e+02 1.313808391286779287e-01 4.107097680205142520e-04 1.309701293606574390e-01
7.329289201131271057e+02 1.304682898005835034e-01 4.073955485588220764e-04 1.300608942520246891e-01
7.370007474470888837e+02 1.295171550586032561e-01 4.044240042716463123e-04 1.291127310543316031e-01
7.410725747810507755e+02 1.285520943823348916e-01 4.015594135394356143e-04 1.281505349687954987e-01
7.451444021150125536e+02 1.275911390570756976e-01 3.985586272085632183e-04 1.271925804298671414e-01
7.492162294489743317e+02 1.266389266389477686e-01 3.952160932136780875e-04 1.262437105457340780e-01
7.532880567829362235e+02 1.256874900453580080e-01 3.914017004540978157e-04 1.252960883449039109e-01
7.573598841168980016e+02 1.247231134607798414e-01 3.870819795253919527e-04 1.243360314812544665e-01
7.614317114508597797e+02 1.237354082193487526e-01 3.823194933886368005e-04 1.233530887259600972e-01
7.655035387848216715e+02 1.227241681310863863e-01 3.772508002175727418e-04 1.223469173308688041e-01
7.695753661187834496e+02 1.217008810515908812e-01 3.720487795828999024e-04 1.213288322720079970e-01
7.736471934527452277e+02 1.206843509872428805e-01 3.668790522444617631e-04 1.203174719349984212e-01
7.777190207867071194e+02 1.196925690786179997e-01 3.618616913951799830e-04 1.193307073872228452e-01
7.817908481206688975e+02 1.187346051874242914e-01 3.570479757930006943e-04 1.183775572116312902e-01
7.858626754546306756e+02 1.178062041498864343e-01 3.524178440565019894e-04 1.174537863058299214e-01
7.899345027885925674e+02 1.168910519863277375e-01 3.478979739985225755e-04 1.165431540123292170e-01
7.940063301225543455e+02 1.159671208333140774e-01 3.433945703882748733e-04 1.156237262629258022e-01
7.980781574565161236e+02 1.150152464131737606e-01 3.388306863860242779e-04 1.146764157267877310e-01
8.021499847904780154e+02 1.140261243201900199e-01 3.341765579338802422e-04 1.136919477622561209e-01
8.062218121244397935e+02 1.130026396546886525e-01 3.294635113061930229e-04 1.126731761433824724e-01
8.102936394584015716e+02 1.119565323576125898e-01 3.247769801021718750e-04 1.116317553775104110e-01
8.143654667923634634e+02 1.109009244430274321e-01 3.202305708626705183e-04 1.105806938721647648e-01
8.184372941263252415e+02 1.098420922261088561e-01 3.159289836175591896e-04 1.095261632424912868e-01
8.225091214602871332e+02 1.087742522948170476e-01 3.119311020318490534e-04 1.084623211927852049e-01
8.265809487942489113e+02 1.076798799899602033e-01 3.082246354790086707e-04 1.073716553544812047e-01
8.306527761282106894e+02 1.065357299587710860e-01 3.047203322820408273e-04 1.062310096264890147e-01
8.347246034621725812e+02 1.053222779802530651e-01 3.012680674346566436e-04 1.050210099128184443e-01
8.387964307961343593e+02 1.040327815734658073e-01 2.976908048909236368e-04 1.037350907685749002e-01
8.428682581300961374e+02 1.026781927667765326e-01 2.938274095743180687e-04 1.023843653572022450e-01
8.469400854640580292e+02 1.012857250754592570e-01 2.895729232745613895e-04 1.009961521521847011e-01
8.510119127980198073e+02 9.989132753525149788e-02 2.849057486228621168e-04 9.960642178662862389e-02
8.550837401319815854e+02 9.852866086773284793e-02 2.798947990551303722e-04 9.824876606867771756e-02
8.591555674659434771e+02 9.721848787085020371e-02 2.746849396185361094e-04 9.694380293123167069e-02
8.632273947999052552e+02 9.596220407650572770e-02 2.694644987105124690e-04 9.569273957779519946e-02
8.672992221338670333e+02 9.474167430738425488e-02 2.644228952206203413e-04 9.447725141216366251e-02
8.713710494678289251e+02 9.352525527155061691e-02 2.597085348421328634e-04 9.326554673670847673e-02
8.754428768017907032e+02 9.227775598542009572e-02 2.553967087900447424e-04 9.202235927663007797e-02
8.795147041357524813e+02 9.097087443606689805e-02 2.514745106053536917e-04 9.071939992546154685e-02
8.835865314697143731e+02 8.959070687317852166e-02 2.478455094515829801e-04 8.934286136372694698e-02
8.876583588036761512e+02 8.814011740149044205e-02 2.443521416881858500e-04 8.789576525980224986e-02
8.917301861376379293e+02 8.663555629818993353e-02 2.408096624277508138e-04 8.639474663576218738e-02
8.958020134715998211e+02 8.509965903957975031e-02 2.370430374150340027e-04 8.486261600216471468e-02
8.998738408055615992e+02 8.355209708807920244e-02 2.329179619338120843e-04 8.331917912614536514e-02
9.039456681395233772e+02 8.200143167623256957e-02 2.283593042200298372e-04 8.177307237201253409e-02
9.080174954734852690e+02 8.044021138008106142e-02 2.233540944907161851e-04 8.021685728559033168e-02
9.120893228074470471e+02 7.884454484718200762e-02 2.179406149392205472e-04 7.862660423224279715e-02
9.161611501414088252e+02 7.717822690260654761e-02 2.121888715386531857e-04 7.696603803106789876e-02
9.202329774753707170e+02 7.540048089374778995e-02 2.061796122197536449e-04 7.519430128152804205e-02
9.243048048093324951e+02 7.347565137443551331e-02 1.999885376123219124e-04 7.327566283682317161e-02
9.283766321432942732e+02 7.138278067011127881e-02 1.936796654304263508e-04 7.118910100468085755e-02
9.324484594772561650e+02 6.912293445222848776e-02 1.873079435876020974e-04 6.893562650864090702e-02
9.365202868112179431e+02 6.672242635707942293e-02 1.809275719874747432e-04 6.654149878509196814e-02
9.405921141451797212e+02 6.423076635871896589e-02 1.746004229665455384e-04 6.405616593575243212e-02
9.446639414791416129e+02 6.171321362143221412e-02 1.683992030059817198e-04 6.154481441842622746e-02
9.487357688131033910e+02 5.923912060001237934e-02 1.624024540854427713e-04 5.907671814592695136e-02
9.528075961470652828e+02 5.686852040541374304e-02 1.566821827882513337e-04 5.671183822262549495e-02
9.568794234810270609e+02 5.464023234557705000e-02 1.512883677542079647e-04 5.448894397782284155e-02
9.609512508149888390e+02 5.256476376345613211e-02 1.462364361459817441e-04 5.241852732731012987e-02
9.650230781489507308e+02 5.062428909194820192e-02 1.415032326631569326e-04 5.048278585928506201e-02
9.690949054829125089e+02 4.878013571625777756e-02 1.370341719381642977e-04 4.864310154431961131e-02
9.731667328168742870e+02 4.698598972990504496e-02 1.327601950233187793e-04 4.685322953488173237e-02
9.772385601508361788e+02 4.520315609818526675e-02 1.286193736406808237e-04 4.507453672454458937e-02
9.813103874847979569e+02 4.341334519288088389e-02 1.245759737349066228e-04 4.328876921914597692e-02
9.853822148187597350e+02 4.162500190950911561e-02 1.206303221892747056e-04 4.150437158731985071e-02
9.894540421527216267e+02 3.987106981233513869e-02 1.168157910662579488e-04 3.975425402126890606e-02
9.935258694866834048e+02 3.819873747889980520e-02 1.131835944977383542e-04 3.808555388440206663e-02
9.975976968206451829e+02 3.665428566266228788e-02 1.097803355231078012e-04 3.654450532713920952e-02
1.001669524154607075e+03 3.526777006679860521e-02 1.066258426584545732e-04 3.516114422414017004e-02
1.005741351488568853e+03 3.404236875958577269e-02 1.036988865979637689e-04 3.393866987298780474e-02
1.009813178822530631e+03 3.295174610904855889e-02 1.009358580875526412e-04 3.285081025096101698e-02
1.013885006156492523e+03 3.194622921913974067e-02 9.824329620735310726e-05 3.184798592293237862e-02
1.017956833490454301e+03 3.096581926869390600e-02 9.552071268134019197e-05 3.087029855601256673e-02
1.022028660824416079e+03 2.995599116271996029e-02 9.268693236035805425e-05 2.986330423035959275e-02
1.026100488158377857e+03 2.888152910671232254e-02 8.970216856439951550e-05 2.879182693814792693e-02
1.030172315492339749e+03 2.773447612275551505e-02 8.657950006831638531e-05 2.764789662268719861e-02
1.034244142826301641e+03 2.653428930741275060e-02 8.338272957469482910e-05 2.645090657783805838e-02
1.038315970160263305e+03 2.532076019267704217e-02 8.021163447958546983e-05 2.524054855819746895e-02
1.042387797494225197e+03 2.414234948192872654e-02 7.717907934890854815e-05 2.406517040257981355e-02
1.046459624828187088e+03 2.304365798763641573e-02 7.438634541181380483e-05 2.296927164222461321e-02
1.050531452162148753e+03 2.205556724348919917e-02 7.190293249237985230e-05 2.198366431099682550e-02
1.054603279496110645e+03 2.119033439627792531e-02 6.975525034891576388e-05 2.112057914592899849e-02
1.058675106830072536e+03 2.044214765365726799e-02 6.792579288639243127e-05 2.037422186077089692e-02
1.062746934164034201e+03 1.979198359889631012e-02 6.636153599075191468e-05 1.972562206290555051e-02
1.066818761497996093e+03 1.921457580601292417e-02 6.498824290679394450e-05 1.914958756310613380e-02
1.070890588831957984e+03 1.868513802197212248e-02 6.372654990613642063e-05 1.862141147206597402e-02
1.074962416165919649e+03 1.818408878118907973e-02 6.250613018458212305e-05 1.812158265100451138e-02
1.079034243499881541e+03 1.769905470209080442e-02 6.127551076628946422e-05 1.763777919132451105e-02
1.083106070833843432e+03 1.722445602532551509e-02 6.000668226961242352e-05 1.716444934305591530e-02
1.087177898167805097e+03 1.675964933732179349e-02 5.869497510520586738e-05 1.670095436221661483e-02
1.091249725501766989e+03 1.630676126704414669e-02 5.735546645264287752e-05 1.624940580059150430e-02
1.095321552835728880e+03 1.586905302875920437e-02 5.601738311276905063e-05 1.581303564564645603e-02
1.099393380169690545e+03 1.545012534654866335e-02 5.471774130294705793e-05 1.539540760524572838e-02
1.103465207503652437e+03 1.505376950428062577e-02 5.349507343913070096e-05 1.500027443084150577e-02
1.107537034837614328e+03 1.468399314735472500e-02 5.238375730556461547e-05 1.463160939004915645e-02
1.111608862171575993e+03 1.434476935337137063e-02 5.140929206344486231e-05 1.429336006130794284e-02
1.115680689505537885e+03 1.403930970457794442e-02 5.058483737502500813e-05 1.398872486720291464e-02
1.119752516839499776e+03 1.376899565863740245e-02 4.990934490893149302e-05 1.371908631372847909e-02
1.123824344173461441e+03 1.353235509618958173e-02 4.936755674504706782e-05 1.348298753944452907e-02
1.127896171507423333e+03 1.332453630433165156e-02 4.893196689211020984e-05 1.327560433743955881e-02
1.131967998841385224e+03 1.313759430974013875e-02 4.856655947427294907e-05 1.308902775026586293e-02
1.136039826175347116e+03 1.296163294418554469e-02 4.823182555895429375e-05 1.291340111862658568e-02
1.140111653509308780e+03 1.278655436845571938e-02 4.789031001078920607e-05 1.273866405844492448e-02
1.144183480843270672e+03 1.260396543976425102e-02 4.751181559191141679e-05 1.255645362417235310e-02
1.148255308177232564e+03 1.240874177284327813e-02 4.707741726556451817e-05 1.236166435557773356e-02
1.152327135511194228e+03 1.219985839163619835e-02 4.658160390249438398e-05 1.215327678773370570e-02
1.156398962845156120e+03 1.198031040351144050e-02 4.603214063079232596e-05 1.193427826288063348e-02
1.160470790179118012e+03 1.175619135992621994e-02 4.544760525792266616e-05 1.171074375466829055e-02
1.164542617513079676e+03 1.153519763145186353e-02 4.485296583684204646e-05 1.149034466561501752e-02
1.168614444847041568e+03 1.132493682842258993e-02 4.427398398205751066e-05 1.128066284444053519e-02
1.172686272181003460e+03 1.113142387425608212e-02 4.373156728826728358e-05 1.108769230696780156e-02
1.176758099514965124e+03 1.095806600581784515e-02 4.323734394275497968e-05 1.091482866187509261e-02
1.180829926848927016e+03 1.080530096243698460e-02 4.279158955303836390e-05 1.076250937288393550e-02
