4.071827333961817175e+00 8.402178206025224388e-03
8.143654667923634349e+00 8.714058864404208155e-03
1.221548200188545152e+01 9.206945243341632668e-03
1.628730933584726870e+01 9.844694095142873802e-03
2.035913666980908587e+01 1.058432558988258408e-02
2.443096400377090305e+01 1.138189238231753289e-02
2.850279133773272022e+01 1.219798237572132862e-02
3.257461867169453740e+01 1.300198714185139826e-02
3.664644600565635812e+01 1.377458584843400946e-02
4.071827333961817175e+01 1.450828966197005229e-02
4.479010067357999247e+01 1.520627280768109893e-02
4.886192800754180610e+01 1.588000660159772509e-02
5.293375534150362682e+01 1.654636057442617630e-02
5.700558267546544045e+01 1.722481978878784986e-02
6.107741000942726117e+01 1.793530128772784574e-02
6.514923734338907479e+01 1.869677932688149774e-02
6.922106467735089552e+01 1.952662201058836394e-02
7.329289201131271625e+01 2.044029281229320025e-02
7.736471934527452277e+01 2.145096639220924264e-02
8.143654667923634349e+01 2.256870028654761606e-02
8.550837401319816422e+01 2.379907820993434203e-02
8.958020134715998495e+01 2.514160607113417184e-02
9.365202868112179146e+01 2.658845064684898715e-02
9.772385601508361219e+01 2.812420997704957390e-02
1.017956833490454329e+02 2.972720257939349617e-02
1.058675106830072536e+02 3.137228488780804958e-02
1.099393380169690602e+02 3.303460781946508662e-02
1.140111653509308809e+02 3.469324385840506092e-02
1.180829926848927016e+02 3.633348743491755795e-02
1.221548200188545223e+02 3.794697163376926918e-02
1.262266473528163289e+02 3.952948538831842218e-02
1.302984746867781496e+02 4.107726466210045307e-02
1.343703020207399561e+02 4.258321652458169071e-02
1.384421293547017910e+02 4.403470648488945483e-02
1.425139566886635976e+02 4.541406982773565915e-02
1.465857840226254325e+02 4.670202830718687970e-02
1.506576113565872390e+02 4.788306292585253060e-02
1.547294386905490455e+02 4.895096248811399431e-02
1.588012660245108805e+02 4.991259164225118894e-02
1.628730933584726870e+02 5.078850086213147069e-02
1.669449206924344935e+02 5.161011923597959294e-02
1.710167480263963284e+02 5.241447627180086111e-02
1.750885753603581350e+02 5.323818826433961149e-02
1.791604026943199699e+02 5.411248569449138290e-02
1.832322300282817764e+02 5.506034474329601913e-02
1.873040573622435829e+02 5.609565533450836666e-02
1.913758846962054179e+02 5.722335121016872833e-02
1.954477120301672244e+02 5.843904916036860714e-02
1.995195393641290309e+02 5.972722506414672450e-02
2.035913666980908658e+02 6.105812259950534754e-02
2.076631940320526724e+02 6.238492176466483435e-02
2.117350213660145073e+02 6.364352390352220890e-02
2.158068486999763138e+02 6.475712520343575307e-02
2.198786760339381203e+02 6.564643800872074775e-02
2.239505033678999553e+02 6.624435357374489075e-02
2.280223307018617618e+02 6.651176904262404155e-02
2.320941580358235683e+02 6.645006561747557328e-02
2.361659853697854032e+02 6.610592072127437213e-02
2.402378127037472098e+02 6.556586452459492453e-02
2.443096400377090447e+02 6.494078836087276152e-02
2.483814673716708512e+02 6.434360574017108925e-02
2.524532947056326577e+02 6.386547894633498590e-02
2.565251220395944642e+02 6.355671988799357908e-02
2.605969493735562992e+02 6.341740861833561338e-02
2.646687767075181341e+02 6.340026121110330093e-02
2.687406040414799122e+02 6.342506647504889128e-02
2.728124313754417472e+02 6.340101602621785182e-02
2.768842587094035821e+02 6.325127618873357949e-02
2.809560860433653602e+02 6.293366313264615874e-02
2.850279133773271951e+02 6.245233669479284544e-02
2.890997407112890301e+02 6.185769959925237899e-02
2.931715680452508650e+02 6.123460245413223785e-02
2.972433953792126431e+02 6.068183436000552933e-02
3.013152227131744780e+02 6.028807753815260823e-02
3.053870500471363130e+02 6.011050831074029460e-02
3.094588773810980911e+02 6.016174064489700213e-02
3.135307047150599260e+02 6.040883309195996947e-02
3.176025320490217609e+02 6.078496979013718604e-02
3.216743593829835390e+02 6.121088763101149161e-02
3.257461867169453740e+02 6.162010617268835755e-02
3.298180140509072089e+02 6.198049105050663921e-02
3.338898413848689870e+02 6.230531345427122586e-02
3.379616687188308219e+02 6.264982969489506226e-02
3.420334960527926569e+02 6.309382243864017359e-02
3.461053233867544918e+02 6.371520278057156428e-02
3.501771507207162699e+02 6.456308617701665697e-02
3.542489780546781049e+02 6.563942374758213738e-02
3.583208053886399398e+02 6.689580552799924418e-02
3.623926327226017179e+02 6.824707049121891966e-02
3.664644600565635528e+02 6.959747545467323548e-02
3.705362873905253878e+02 7.087049309348510129e-02
3.746081147244871659e+02 7.203165235745316586e-02
3.786799420584490008e+02 7.309601775423842096e-02
3.827517693924108357e+02 7.411733326340527728e-02
3.868235967263726138e+02 7.516265311237957381e-02
3.908954240603344488e+02 7.628192372061215476e-02
3.949672513942962837e+02 7.748424706653683769e-02
3.990390787282580618e+02 7.873040891176502631e-02
4.031109060622198967e+02 7.994531443117716685e-02
4.071827333961817317e+02 8.104635652052231964e-02
4.112545607301435666e+02 8.197731159572796411e-02
4.153263880641053447e+02 8.273464311418207706e-02
4.193982153980671796e+02 8.337529623360931397e-02
4.234700427320290146e+02 8.400155036008129239e-02
4.275418700659907927e+02 8.472696708216426176e-02
4.316136973999526276e+02 8.563480938391766772e-02
4.356855247339144626e+02 8.674373202189772369e-02
4.397573520678762407e+02 8.799366560946159099e-02
4.438291794018380756e+02 8.925818904648147312e-02
4.479010067357999105e+02 9.038061152188900382e-02
4.519728340697616886e+02 9.122268422214480088e-02
4.560446614037235236e+02 9.171028367989772501e-02
4.601164887376853585e+02 9.186116404913606537e-02
4.641883160716471366e+02 9.178566889701604559e-02
4.682601434056089715e+02 9.166006313415915596e-02
4.723319707395708065e+02 9.168084384365851602e-02
4.764037980735326414e+02 9.201408958260690052e-02
4.804756254074944195e+02 9.275483386032493116e-02
4.845474527414562544e+02 9.390754024851287463e-02
4.886192800754180894e+02 9.539160111408506726e-02
4.926911074093798675e+02 9.706796153171352859e-02
4.967629347433417024e+02 9.877709806354481592e-02
5.008347620773035374e+02 1.003763947832926606e-01
5.049065894112653154e+02 1.017667842695663960e-01
5.089784167452271504e+02 1.029032911289385482e-01
5.130502440791889285e+02 1.037898732010742869e-01
5.171220714131508203e+02 1.044636356616972100e-01
5.211938987471125984e+02 1.049756678374532681e-01
5.252657260810743765e+02 1.053750729243003031e-01
5.293375534150362682e+02 1.056999587819368314e-01
5.334093807489980463e+02 1.059756449598929784e-01
5.374812080829598244e+02 1.062175903928703063e-01
5.415530354169217162e+02 1.064355122359157690e-01
