4.071827333961818951e+00 -3.037581836194310547e+00 -4.233893474446909977e+02
8.143654667923637902e+00 -1.350754716802263333e+00 -1.879280950222796207e+02
1.221548200188544975e+01 -7.357261982511549281e-01 -1.021724891344045147e+02
1.628730933584727580e+01 -4.091040505212443779e-01 -5.670917381730377826e+01
2.035913666980907877e+01 -2.150254005747405106e-01 -2.975160136390484311e+01
2.443096400377089950e+01 -9.912755195695657773e-02 -1.369037212584429497e+01
2.850279133773272022e+01 -3.417729781402439881e-02 -4.711488500305023308e+00
3.257461867169455161e+01 -2.525952262740052516e-03 -3.475716454823939427e-01
3.664644600565635102e+01 8.781154533032993828e-03 1.206059840450267595e+00
4.071827333961815754e+01 9.328089867156472842e-03 1.278813576323514223e+00
4.479010067358000668e+01 5.703683926448429448e-03 7.804884698661533893e-01
4.886192800754179899e+01 1.815147680186616694e-03 2.479241152583004371e-01
5.293375534150364814e+01 -6.053603788835572232e-04 -8.253075288893071959e-02
5.700558267546544045e+01 -1.325310364113038665e-03 -1.803489652300579171e-01
6.107741000942725407e+01 -9.042609748773645364e-04 -1.228240272715692971e-01
6.514923734338910322e+01 -1.013445654257973940e-04 -1.373987337460594663e-02
6.922106467735088131e+01 5.062385191192942096e-04 6.850612588344748288e-02
7.329289201131270204e+01 6.730348123685673612e-04 9.090817487654477558e-02
7.736471934527455119e+01 4.499710275310248421e-04 6.066530464610973145e-02
8.143654667923631507e+01 4.838463394595087224e-05 6.511078666906758121e-03
8.550837401319815001e+01 -3.092856012005634715e-04 -4.154263742084891853e-02
8.958020134716001337e+01 -4.903922618687457397e-04 -6.574550716533386630e-02
9.365202868112174883e+01 -4.811949292374418231e-04 -6.439184180380483347e-02
9.772385601508359798e+01 -3.557870138348642850e-04 -4.752109684176379634e-02
1.017956833490454613e+02 -2.165718238704809082e-04 -2.887248066544022621e-02
1.058675106830072963e+02 -1.400415151917071765e-04 -1.863476623785688055e-02
1.099393380169690602e+02 -1.496428413198973089e-04 -1.987500821086813502e-02
1.140111653509308809e+02 -2.199731663608876472e-04 -2.916114138914972093e-02
1.180829926848927727e+02 -3.019445523620910244e-04 -3.995256522110958441e-02
1.221548200188545081e+02 -3.521414218674815289e-04 -4.650679997064489229e-02
1.262266473528163289e+02 -3.520310949310184951e-04 -4.640464537197993428e-02
1.302984746867782064e+02 -3.107848632779581090e-04 -4.089032758511180338e-02
1.343703020207399561e+02 -2.543851833174612387e-04 -3.340658285714533104e-02
1.384421293547017626e+02 -2.093294877777613391e-04 -2.743780545186253611e-02
1.425139566886636544e+02 -1.898285942025096102e-04 -2.483467726522231925e-02
1.465857840226254041e+02 -1.937830818100688354e-04 -2.530404090088620578e-02
1.506576113565871822e+02 -2.075474950211226547e-04 -2.705003656943615747e-02
1.547294386905491024e+02 -2.153258716328947022e-04 -2.801058088785345762e-02
1.588012660245108520e+02 -2.076851574489626553e-04 -2.696535262649910059e-02
1.628730933584726301e+02 -1.851993092804929940e-04 -2.400014959001988551e-02
1.669449206924345503e+02 -1.563685398901531640e-04 -2.022539943556268122e-02
1.710167480263963000e+02 -1.319080303639928666e-04 -1.702908444279436009e-02
1.750885753603580497e+02 -1.188960773431357290e-04 -1.532001258569212244e-02
1.791604026943200267e+02 -1.177237904241622637e-04 -1.514002380693345653e-02
1.832322300282817480e+02 -1.229022527894240335e-04 -1.577582507712045265e-02
1.873040573622434977e+02 -1.267006234380690629e-04 -1.623230140394336246e-02
1.913758846962054747e+02 -1.233545157800545696e-04 -1.577337743270847484e-02
1.954477120301671960e+02 -1.116608298220394640e-04 -1.425075838891156840e-02
1.995195393641289456e+02 -9.491520926832935847e-05 -1.209037035059389725e-02
2.035913666980909227e+02 -7.862535562740460002e-05 -9.996138620655854734e-03
2.076631940320526724e+02 -6.746974349557406767e-05 -8.561379353255240202e-03
2.117350213660145926e+02 -6.312375146020371311e-05 -7.994507205935955443e-03
2.158068486999763422e+02 -6.390146979369148094e-05 -8.077428801699830865e-03
2.198786760339381203e+02 -6.611736181973894180e-05 -8.341427485902658603e-03
2.239505033678998700e+02 -6.622950660112246718e-05 -8.339463821763721391e-03
2.280223307018617618e+02 -6.257473567547062999e-05 -7.864055211032342646e-03
2.320941580358235967e+02 -5.588586921309236951e-05 -7.009864662071292954e-03
2.361659853697855453e+02 -4.851263270958888979e-05 -6.073257995437427240e-03
2.402378127037472382e+02 -4.293432839417395450e-05 -5.364509184022727556e-03
2.443096400377090163e+02 -4.042750423668219116e-05 -5.041500916368962457e-03
2.483814673716707091e+02 -4.055049962657622558e-05 -5.047030091510604742e-03
2.524532947056326577e+02 -4.159558120614317411e-05 -5.167051744937826464e-03
2.565251220395945211e+02 -4.164002629539123314e-05 -5.162519443199694788e-03
