4.071827333961818063e+00 8.427611512708148289e-02
8.143654667923636126e+00 9.923801125821152258e-02
1.221548200188544975e+01 1.231619572122105294e-01
1.628730933584727225e+01 1.547061194230045789e-01
2.035913666980908587e+01 1.923048332416352479e-01
2.443096400377089950e+01 2.343953576207926104e-01
2.850279133773272378e+01 2.796092806755673954e-01
3.257461867169454450e+01 3.268883633313722226e-01
3.664644600565635102e+01 3.755046868502998625e-01
4.071827333961817175e+01 4.249906104587896638e-01
4.479010067357999958e+01 4.750086397813410022e-01
4.886192800754179899e+01 5.252080013589964791e-01
5.293375534150362682e+01 5.751183749926463973e-01
5.700558267546544755e+01 6.241201462445202797e-01
6.107741000942725407e+01 6.715072703661336684e-01
6.514923734338908901e+01 7.166297775515415580e-01
6.922106467735089552e+01 7.590765881347368849e-01
7.329289201131270204e+01 7.988436973947126152e-01
7.736471934527453698e+01 8.364330105700448215e-01
8.143654667923634349e+01 8.728435874883245793e-01
8.550837401319815001e+01 9.094453477719740553e-01
8.958020134715999916e+01 9.477573936251170172e-01
9.365202868112179146e+01 9.891798976255582465e-01
9.772385601508359798e+01 1.034742431558328901e+00
1.017956833490454471e+02 1.084928857212536624e+00
1.058675106830072536e+02 1.139620304213603941e+00
1.099393380169690602e+02 1.198168386484290693e+00
1.140111653509308951e+02 1.259578375282309981e+00
1.180829926848927300e+02 1.322754800169758216e+00
1.221548200188545081e+02 1.386746610304624650e+00
1.262266473528163431e+02 1.450929288837605302e+00
1.302984746867781780e+02 1.515077131181221226e+00
1.343703020207399561e+02 1.579306609064311751e+00
1.384421293547017910e+02 1.643904868242861195e+00
1.425139566886636260e+02 1.709087997783763413e+00
1.465857840226254041e+02 1.774754031498723350e+00
1.506576113565872390e+02 1.840299993113984955e+00
1.547294386905490740e+02 1.904558589603000396e+00
1.588012660245108520e+02 1.965880867370596308e+00
1.628730933584726870e+02 2.022353189146382846e+00
1.669449206924345219e+02 2.072100205468051293e+00
1.710167480263963000e+02 2.113600492416153553e+00
1.750885753603581350e+02 2.145935998811693501e+00
1.791604026943199983e+02 2.168912902895656636e+00
1.832322300282817480e+02 2.183025901897608811e+00
1.873040573622435829e+02 2.189280599450964537e+00
1.913758846962054463e+02 2.188926847050699731e+00
1.954477120301671960e+02 2.183178061623297417e+00
1.995195393641290309e+02 2.172991069488579008e+00
2.035913666980908943e+02 2.158958579985827964e+00
